Timestamp(us),Sensor id,Value 0,Value 1,Value 2  
1.59958E+15,1,0.03418,-0.06885,-0.99026
1.59958E+15,2,0.54933,-0.24415,-0.18311
1.59958E+15,1,0.03369,-0.06885,-0.98929
1.59958E+15,2,0.61037,-0.06104,-0.12207
1.59958E+15,1,0.03369,-0.06836,-0.99222
1.59958E+15,2,0.4883,-0.18311,-0.18311
1.59958E+15,1,0.02441,-0.0752,-0.99564
1.59958E+15,2,0.73244,-0.67141,-0.12207
1.59958E+15,1,0.01367,-0.08106,-1.01419
1.59958E+15,2,1.77007,-3.66222,0.30519
1.59958E+15,1,-0.04102,-0.11426,-1.06693
1.59958E+15,2,4.33363,-11.71911,1.1597
1.59958E+15,1,-0.0293,-0.11328,-1.11185
1.59958E+15,2,11.41392,-25.69658,3.05185
1.59958E+15,1,-0.05713,-0.13379,-1.10501
1.59958E+15,2,16.66311,-37.04947,3.96741
1.59958E+15,1,0.01904,-0.0791,-1.07035
1.59958E+15,2,21.42399,-49.19584,4.76089
1.59958E+15,3,8.3,16.74,105.33
1.59958E+15,1,0.03125,-0.06641,-0.9888
1.59958E+15,2,24.53688,-54.01776,4.944
1.59958E+15,1,-0.01807,-0.08106,-1.00931
1.59958E+15,2,27.28355,-58.10724,5.61541
1.59958E+15,1,-0.07031,-0.12061,-1.00052
1.59958E+15,2,28.26014,-61.76946,6.592
1.59958E+15,1,-0.01416,-0.10108,-1.01956
1.59958E+15,2,28.07703,-60.97598,6.71407
1.59958E+15,1,-0.02246,-0.09912,-1.00394
1.59958E+15,2,29.96918,-63.66161,7.7517
1.59958E+15,1,-0.03662,-0.11524,-0.96146
1.59958E+15,2,31.12888,-65.00443,7.87378
1.59958E+15,1,-0.04785,-0.11768,-0.97757
1.59958E+15,2,29.60295,-60.97598,7.32444
1.59958E+15,1,0.0332,-0.06494,-0.96146
1.59958E+15,2,30.57955,-61.28117,7.32444
1.59958E+15,1,-0.0127,-0.07715,-0.99564
1.59958E+15,2,30.39644,-62.50191,6.53096
1.59958E+15,1,-0.09864,-0.1084,-1.0181
1.59958E+15,2,29.23673,-61.28117,5.43229
1.59958E+15,3,9.85,16.76,101.27
1.59958E+15,1,-0.06299,-0.1045,-0.95315
1.59958E+15,2,28.56532,-59.20591,4.63881
1.59958E+15,1,-0.08594,-0.10889,-0.97757
1.59958E+15,2,27.77184,-56.58132,5.31022
1.59958E+15,1,-0.13477,-0.1377,-0.96878
1.59958E+15,2,27.22251,-57.06961,5.79852
1.59958E+15,1,-0.05371,-0.10694,-0.96194
1.59958E+15,2,25.94073,-55.05539,4.944
1.59958E+15,1,-0.0586,-0.08789,-0.98782
1.59958E+15,2,26.49007,-55.29954,4.4557
1.59958E+15,1,-0.20167,-0.17042,-0.97513
1.59958E+15,2,24.84207,-53.95672,4.27259
1.59958E+15,1,-0.1333,-0.15723,-0.94485
1.59958E+15,2,25.14725,-52.30873,5.18815
1.59958E+15,1,-0.09131,-0.13038,-0.93948
1.59958E+15,2,26.49007,-52.4308,5.31022
1.59958E+15,1,-0.11475,-0.13038,-1.00052
1.59958E+15,2,24.96414,-50.23347,4.944
1.59958E+15,1,-0.17823,-0.14307,-0.99368
1.59958E+15,2,24.78103,-52.67495,5.24918
1.59958E+15,3,7.5,14.72,100.63
1.59958E+15,1,-0.25977,-0.20118,-0.97855
1.59958E+15,2,25.26933,-55.2385,4.69985
1.59958E+15,1,-0.18946,-0.16895,-0.93851
