Timestamp(us),Sensor id,Value 0,Value 1,Value 2  
1.59983E+15,1,0.20313,-0.38478,-0.89309
1.59983E+15,2,-0.12207,-0.4883,-0.24415
1.59983E+15,1,0.20313,-0.38478,-0.89456
1.59983E+15,2,0,-0.30519,-0.18311
1.59983E+15,1,0.20362,-0.38673,-0.89505
1.59983E+15,2,-0.12207,-0.42726,-0.24415
1.59983E+15,1,0.20264,-0.38478,-0.89505
1.59983E+15,2,-0.12207,-0.42726,-0.18311
1.59983E+15,1,0.20313,-0.38575,-0.89602
1.59983E+15,2,-0.18311,-0.61037,-0.30519
1.59983E+15,1,0.20313,-0.38527,-0.89358
1.59983E+15,2,0,-0.24415,-0.18311
1.59983E+15,1,0.20362,-0.38575,-0.89651
1.59983E+15,2,-0.24415,-0.67141,-0.24415
1.59983E+15,1,0.20264,-0.38478,-0.89505
1.59983E+15,2,0.12207,-0.12207,-0.06104
1.59983E+15,3,-12.21,-17.82,45.66
1.59983E+15,1,0.20264,-0.38624,-0.89456
1.59983E+15,2,0.12207,-0.12207,-0.12207
1.59983E+15,1,0.20167,-0.38527,-0.89407
1.59983E+15,2,0.12207,-0.06104,-0.12207
1.59983E+15,1,0.20118,-0.38527,-0.89505
1.59983E+15,2,-0.12207,-0.42726,-0.18311
1.59983E+15,1,0.20215,-0.38673,-0.89456
1.59983E+15,2,-0.30519,-0.73244,-0.30519
1.59983E+15,1,0.20215,-0.38624,-0.89358
1.59983E+15,2,-0.36622,-0.79348,-0.36622
1.59983E+15,1,0.20118,-0.38575,-0.89505
1.59983E+15,2,-0.18311,-0.54933,-0.36622
1.59983E+15,1,0.20167,-0.38575,-0.89456
1.59983E+15,2,-0.24415,-0.61037,-0.30519
1.59983E+15,1,0.20313,-0.38624,-0.89456
1.59983E+15,2,-0.30519,-0.79348,-0.36622
1.59983E+15,1,0.20215,-0.38478,-0.89505
1.59983E+15,2,-0.12207,-0.42726,-0.24415
1.59983E+15,1,0.20215,-0.38624,-0.89505
1.59983E+15,2,0,-0.30519,-0.24415
1.59983E+15,3,-12.19,-17.78,45.76
1.59983E+15,1,0.20362,-0.38478,-0.89407
1.59983E+15,2,-0.12207,-0.4883,-0.24415
1.59983E+15,1,0.20264,-0.38575,-0.89505
1.59983E+15,2,-0.18311,-0.61037,-0.30519
1.59983E+15,1,0.20313,-0.38624,-0.89309
1.59983E+15,2,0.12207,-0.06104,-0.06104
1.59983E+15,1,0.20215,-0.38527,-0.89456
1.59983E+15,2,-0.30519,-0.85452,-0.36622
1.59983E+15,1,0.20167,-0.38478,-0.89407
1.59983E+15,2,0.12207,-0.12207,-0.12207
1.59983E+15,1,0.20264,-0.38478,-0.89358
1.59983E+15,2,0,-0.36622,-0.18311
1.59983E+15,1,0.20313,-0.38527,-0.89456
1.59983E+15,2,-0.24415,-0.73244,-0.30519
1.59983E+15,1,0.20264,-0.38575,-0.89505
1.59983E+15,2,-0.36622,-0.79348,-0.36622
1.59983E+15,1,0.20264,-0.38575,-0.89456
1.59983E+15,2,-0.30519,-0.79348,-0.36622
1.59983E+15,1,0.20313,-0.38575,-0.89407
1.59983E+15,2,0.06104,-0.24415,-0.18311
1.59983E+15,3,-12.22,-17.68,45.72
1.59983E+15,1,0.19727,-0.3882,-0.90481
1.59983E+15,2,-0.12207,-0.54933,-0.18311
1.59983E+15,1,0.17042,-0.40773,-0.97122
1.59983E+15,2,-1.34281,-4.4557,1.1597
1.59983E+15,1,0.13916,-0.45167,-1.12064
1.59983E+15,2,-5.55437,-18.55525,6.28681
1.59983E+15,1,0.22217,-0.46925,-1.12699
1.59983E+15,2,-9.33866,-38.5754,13.67229
1.59983E+15,1,0.21827,-0.48292,-1.14017
1.59983E+15,2,-14.16059,-61.52532,21.6071
1.59983E+15,1,0.11817,-0.45802,-1.13822
1.59983E+15,2,-19.10459,-81.97272,28.1991
1.59983E+15,1,0.1377,-0.42579,-1.08695
1.59983E+15,2,-21.24088,-99.00204,34.85214
1.59983E+15,1,0.12403,-0.43995,-0.99857
1.59983E+15,2,-24.2317,-107.54723,38.88058
1.59983E+15,1,0.1504,-0.41261,-0.99417
1.59983E+15,2,-28.38221,-119.02219,44.74013
1.59983E+15,1,0.11719,-0.39503,-0.98099
1.59983E+15,2,-30.27436,-125.7973,47.30369
1.59983E+15,3,-8.61,-16.93,45.7
1.59983E+15,1,0.22706,-0.37696,-0.87649
1.59983E+15,2,-32.65481,-127.62841,46.57125
1.59983E+15,1,0.1294,-0.34864,-0.81497
1.59983E+15,2,-27.58873,-121.34159,44.98428
1.59983E+15,1,0.08936,-0.29981,-0.77639
1.59983E+15,2,-23.01096,-109.13419,40.34547
1.59983E+15,1,0.10352,-0.29249,-0.76174
1.59983E+15,2,-20.69155,-97.72027,35.46251
1.59983E+15,1,0.04688,-0.31739,-0.88577
1.59983E+15,2,-19.59288,-87.52709,31.86132
1.59983E+15,1,0.02686,-0.34816,-0.97317
1.59983E+15,2,-19.53185,-84.4142,30.09125
1.59983E+15,1,-0.05029,-0.38136,-1.02933
1.59983E+15,2,-21.11881,-86.30634,29.96918
1.59983E+15,1,-0.07813,-0.37941,-1.00198
1.59983E+15,2,-22.70577,-91.43345,30.94577
1.59983E+15,1,-0.05615,-0.34767,-0.89456
1.59983E+15,2,-23.07199,-92.89834,31.9834
1.59983E+15,1,-0.10157,-0.32423,-0.89212
1.59983E+15,2,-22.88888,-93.99701,32.04443
1.59983E+15,3,-18.28,-17.69,41.65
1.59983E+15,1,-0.16114,-0.33058,-0.89798
1.59983E+15,2,-22.88888,-90.88412,31.4951
1.59983E+15,1,-0.20362,-0.34425,-0.94436
1.59983E+15,2,-21.85125,-88.80886,31.43406
1.59983E+15,1,-0.18262,-0.34816,-0.97122
1.59983E+15,2,-22.40059,-90.0296,32.53273
1.59983E+15,1,-0.2461,-0.35499,-1.00833
1.59983E+15,2,-22.15644,-91.61657,33.57036
1.59983E+15,1,-0.2461,-0.3423,-1.00394
1.59983E+15,2,-22.5837,-95.09568,35.15732
1.59983E+15,1,-0.23243,-0.32081,-0.95755
1.59983E+15,2,-21.97333,-97.65923,35.46251
1.59983E+15,1,-0.17042,-0.28956,-0.93411
1.59983E+15,2,-21.42399,-99.55138,35.52355
1.59983E+15,1,-0.16944,-0.3003,-0.88235
1.59983E+15,2,-20.26429,-100.16175,35.21836
1.59983E+15,1,-0.13623,-0.29151,-0.86282
1.59983E+15,2,-19.10459,-98.08649,35.46251
1.59983E+15,1,-0.18946,-0.29835,-0.86331
1.59983E+15,2,-19.2877,-94.54634,33.57036
1.59983E+15,1,-0.16944,-0.292,-0.85305
1.59983E+15,2,-20.69155,-93.75286,32.89895
1.59983E+15,3,-23.94,-15.83,40.7
1.59983E+15,1,-0.25391,-0.28663,-0.89895
1.59983E+15,2,-20.56948,-91.92175,32.47169
1.59983E+15,1,-0.29249,-0.29493,-0.91995
1.59983E+15,2,-21.11881,-92.41005,32.59377
1.59983E+15,1,-0.34523,-0.29884,-0.92434
1.59983E+15,2,-22.33955,-93.93597,31.9834
1.59983E+15,1,-0.35206,-0.28175,-0.95022
1.59983E+15,2,-23.49925,-96.31642,33.26518
1.59983E+15,1,-0.38282,-0.27247,-0.91946
1.59983E+15,2,-23.37718,-97.41508,33.6314
1.59983E+15,1,-0.37452,-0.23927,-0.91018
1.59983E+15,2,-21.79022,-96.1333,34.05866
1.59983E+15,1,-0.40968,-0.22364,-0.89554
1.59983E+15,2,-21.05777,-94.05805,33.1431
1.59983E+15,1,-0.41066,-0.22657,-0.9053
1.59983E+15,2,-20.63051,-92.34901,32.22755
1.59983E+15,1,-0.45656,-0.23341,-0.91653
1.59983E+15,2,-19.77599,-88.50368,31.12888
1.59983E+15,1,-0.45656,-0.23292,-0.92874
1.59983E+15,2,-19.04355,-88.99197,31.31199
1.59983E+15,3,-31.75,-14.47,40.42
1.59983E+15,1,-0.46876,-0.22755,-0.90725
1.59983E+15,2,-19.40977,-89.41923,31.67821
1.59983E+15,1,-0.44191,-0.22266,-0.89846
1.59983E+15,2,-19.95911,-93.38664,32.83792
1.59983E+15,1,-0.438,-0.22071,-0.82766
1.59983E+15,2,-20.26429,-95.88916,33.81451
1.59983E+15,1,-0.45851,-0.22608,-0.78518
1.59983E+15,2,-21.17985,-97.96442,34.05866
1.59983E+15,1,-0.45265,-0.21583,-0.73684
1.59983E+15,2,-20.14222,-97.59819,34.42488
1.59983E+15,1,-0.49709,-0.20948,-0.74319
1.59983E+15,2,-20.26429,-93.38664,32.59377
1.59983E+15,1,-0.47609,-0.21046,-0.76955
1.59983E+15,2,-20.4474,-91.61657,31.67821
1.59983E+15,1,-0.51027,-0.20118,-0.79592
1.59983E+15,2,-20.75259,-89.3582,31.25095
1.59983E+15,1,-0.51759,-0.19971,-0.84378
1.59983E+15,2,-21.05777,-91.43345,31.61718
1.59983E+15,1,-0.54543,-0.1919,-0.83157
1.59983E+15,2,-21.97333,-94.72945,32.53273
1.59983E+15,3,-39.29,-12.67,42.94
1.59983E+15,1,-0.57228,-0.17139,-0.81594
1.59983E+15,2,-22.33955,-95.76708,32.71584
1.59983E+15,1,-0.60598,-0.1709,-0.77395
1.59983E+15,2,-21.42399,-95.64501,32.77688
1.59983E+15,1,-0.63234,-0.14991,-0.76614
1.59983E+15,2,-20.9357,-96.37745,33.6314
1.59983E+15,1,-0.65383,-0.14454,-0.75198
1.59983E+15,2,-20.69155,-94.91256,32.89895
1.59983E+15,1,-0.67141,-0.14795,-0.74953
1.59983E+15,2,-20.4474,-93.99701,33.08206
1.59983E+15,1,-0.67043,-0.14014,-0.73879
1.59983E+15,2,-20.38636,-93.3256,32.71584
1.59983E+15,1,-0.67043,-0.13721,-0.74026
1.59983E+15,2,-20.50844,-92.71523,32.22755
1.59983E+15,1,-0.65236,-0.14063,-0.76662
1.59983E+15,2,-21.79022,-95.09568,32.53273
1.59983E+15,1,-0.65529,-0.13868,-0.76858
1.59983E+15,2,-23.07199,-97.17093,32.04443
1.59983E+15,1,-0.66604,-0.11719,-0.751
1.59983E+15,2,-22.94992,-97.17093,32.47169
1.59983E+15,3,-45.67,-10.13,45.43
1.59983E+15,1,-0.64895,-0.09131,-0.70315
1.59983E+15,2,-23.01096,-99.12412,33.20414
1.59983E+15,1,-0.66457,-0.07031,-0.62062
1.59983E+15,2,-21.6071,-95.58397,32.53273
1.59983E+15,1,-0.71194,-0.07178,-0.62893
1.59983E+15,2,-20.08118,-92.28797,31.73925
1.59983E+15,1,-0.72805,-0.06397,-0.62404
1.59983E+15,2,-20.02014,-91.98279,30.64058
1.59983E+15,1,-0.78616,-0.07276,-0.61769
1.59983E+15,2,-19.2877,-91.6776,30.03021
1.59983E+15,1,-0.79739,-0.08789,-0.61525
1.59983E+15,2,-20.32533,-93.56975,31.06784
1.59983E+15,1,-0.81008,-0.09082,-0.56887
1.59983E+15,2,-20.50844,-96.25538,34.05866
1.59983E+15,1,-0.80471,-0.06738,-0.58156
1.59983E+15,2,-21.17985,-97.84234,34.66903
1.59983E+15,1,-0.80325,-0.0586,-0.57717
1.59983E+15,2,-21.30192,-101.01627,34.36384
1.59983E+15,1,-0.80032,-0.04883,-0.55568
1.59983E+15,2,-21.6071,-99.06308,34.24177
1.59983E+15,3,-52.42,-7.84,48.83
1.59983E+15,1,-0.78762,-0.04981,-0.55666
1.59983E+15,2,-20.26429,-96.43849,32.71584
1.59983E+15,1,-0.79446,-0.04883,-0.5342
1.59983E+15,2,-20.38636,-94.24116,32.53273
1.59983E+15,1,-0.80081,-0.03613,-0.55373
1.59983E+15,2,-19.65392,-91.55553,32.34962
1.59983E+15,1,-0.79055,-0.01904,-0.59523
1.59983E+15,2,-19.47081,-92.71523,32.71584
1.59983E+15,1,-0.8135,-0.02197,-0.57668
1.59983E+15,2,-20.4474,-97.17093,34.18073
1.59983E+15,1,-0.7969,-0.02441,-0.54494
1.59983E+15,2,-22.27851,-101.38249,35.15732
1.59983E+15,1,-0.81301,-0.00293,-0.44874
1.59983E+15,2,-22.76681,-102.29804,35.03525
1.59983E+15,1,-0.82131,0.01563,-0.41163
1.59983E+15,2,-22.15644,-98.81893,34.48592
1.59983E+15,1,-0.8511,0.02832,-0.39015
1.59983E+15,2,-21.42399,-96.49953,33.57036
1.59983E+15,1,-0.89163,0.0332,-0.37989
1.59983E+15,2,-21.30192,-96.80471,33.44829
1.59983E+15,3,-57.66,-5.3,53.6
1.59983E+15,1,-0.93851,0.04785,-0.3672
1.59983E+15,2,-19.34874,-93.63079,32.34962
1.59983E+15,1,-0.94827,0.05274,-0.38527
1.59983E+15,2,-19.83703,-96.01123,33.02103
1.59983E+15,1,-0.96683,0.03125,-0.36183
1.59983E+15,2,-21.30192,-98.39167,34.24177
1.59983E+15,1,-0.95267,0.03174,-0.40626
1.59983E+15,2,-21.36296,-100.95523,36.01184
1.59983E+15,1,-0.94827,0.02344,-0.39894
1.59983E+15,2,-21.91229,-103.76293,36.4391
1.59983E+15,1,-0.93362,0.05664,-0.34718
1.59983E+15,2,-21.24088,-102.84738,36.31703
1.59983E+15,1,-0.93118,0.0708,-0.29981
1.59983E+15,2,-22.5837,-101.87078,35.40147
1.59983E+15,1,-0.95169,0.09278,-0.21876
1.59983E+15,2,-22.33955,-99.06308,35.2794
1.59983E+15,1,-0.95706,0.09766,-0.24805
1.59983E+15,2,-21.11881,-95.70605,34.11969
1.59983E+15,1,-0.98831,0.07569,-0.29395
1.59983E+15,2,-22.15644,-98.33064,34.3028
1.59983E+15,3,-62.1,-3.12,59.74
1.59983E+15,1,-1.00345,0.06201,-0.30421
1.59983E+15,2,-23.56029,-102.96945,36.07288
1.59983E+15,1,-1.0054,0.08496,-0.2588
1.59983E+15,2,-23.49925,-106.26545,37.41569
1.59983E+15,1,-0.9639,0.1045,-0.18702
1.59983E+15,2,-22.46162,-104.98367,36.74429
1.59983E+15,1,-0.92776,0.125,-0.15284
1.59983E+15,2,-21.85125,-100.71108,35.76769
1.59983E+15,1,-0.94583,0.12207,-0.14795
1.59983E+15,2,-21.30192,-98.33064,35.03525
1.59983E+15,1,-0.96731,0.11768,-0.19434
1.59983E+15,2,-22.0954,-94.60738,33.81451
1.59983E+15,1,-0.94925,0.10596,-0.24122
1.59983E+15,2,-22.27851,-96.07227,33.26518
1.59983E+15,1,-0.96634,0.12061,-0.17579
1.59983E+15,2,-23.07199,-98.51375,34.42488
1.59983E+15,1,-0.97562,0.14307,-0.10157
1.59983E+15,2,-23.2551,-99.85656,35.40147
1.59983E+15,1,-0.96585,0.14502,-0.11866
1.59983E+15,2,-23.13303,-105.65508,37.29362
1.59983E+15,1,-0.95901,0.14454,-0.08594
1.59983E+15,2,-23.62133,-105.22782,37.11051
1.59983E+15,3,-66.19,-0.96,66.07
1.59983E+15,1,-0.93509,0.21339,0.09864
1.59983E+15,2,-20.69155,-97.47612,33.81451
1.59983E+15,1,-0.88333,0.26026,0.23145
1.59983E+15,2,-14.832,-74.5262,25.51347
1.59983E+15,1,-0.89651,0.2837,0.31349
1.59983E+15,2,-10.86459,-53.10221,18.12799
1.59983E+15,1,-0.87014,0.28907,0.35499
1.59983E+15,2,-2.86874,-14.3437,5.49333
1.59983E+15,1,-0.89065,0.28272,0.24073
1.59983E+15,2,5.00504,16.05274,-6.65304
1.59983E+15,1,-0.96927,0.27247,0.28028
1.59983E+15,2,8.05689,37.90399,-13.91644
1.59983E+15,1,-0.96536,0.28761,0.27931
1.59983E+15,2,13.42814,61.95257,-21.42399
1.59983E+15,1,-0.89163,0.24854,0.24952
1.59983E+15,2,17.82281,84.35316,-28.80947
1.59983E+15,1,-0.86428,0.2378,0.23389
1.59983E+15,2,23.07199,106.87582,-37.17154
1.59983E+15,1,-0.86526,0.19434,0.11035
1.59983E+15,2,26.85629,123.11167,-43.09214
1.59983E+15,3,-70.24,0.33,70.38
1.59983E+15,1,-0.91165,0.146,-0.00635
1.59983E+15,2,28.99258,130.31404,-43.27525
1.59983E+15,1,-0.94241,0.17042,-0.09717
1.59983E+15,2,30.3354,134.03729,-44.43495
1.59983E+15,1,-0.90579,0.10596,-0.30128
1.59983E+15,2,27.28355,132.32826,-45.8388
1.59983E+15,1,-0.99612,0.0586,-0.29444
1.59983E+15,2,22.94992,115.97034,-39.30784
1.59983E+15,1,-0.96194,0.09326,-0.27052
1.59983E+15,2,22.46162,109.3173,-36.68325
1.59983E+15,1,-0.95511,0.0752,-0.32667
1.59983E+15,2,22.0954,102.48115,-35.88977
1.59983E+15,1,-0.93069,0.06153,-0.30665
1.59983E+15,2,20.20325,94.48531,-31.80029
1.59983E+15,1,-0.93362,0.08887,-0.31544
1.59983E+15,2,20.26429,98.63582,-33.26518
1.59983E+15,1,-0.9429,0.08741,-0.39113
1.59983E+15,2,20.87466,95.88916,-34.11969
1.59983E+15,1,-0.9971,0.08155,-0.37892
1.59983E+15,2,20.63051,91.98279,-32.65481
1.59983E+15,3,-65.89,0.45,71.34
1.59983E+15,1,-0.98343,0.10645,-0.38331
1.59983E+15,2,21.11881,86.12323,-30.64058
1.59983E+15,1,-0.94827,0.08594,-0.30763
1.59983E+15,2,21.30192,86.7336,-31.80029
