Timestamp(us),Sensor id,Value 0,Value 1,Value 2  
1.59982E+15,1,0.16895,0.22559,-0.89016
1.59982E+15,2,82.09479,-35.76769,7.01926
1.59982E+15,1,0.14063,0.17725,-0.86087
1.59982E+15,2,83.68175,-36.37806,5.37126
1.59982E+15,1,0.12207,0.10352,-0.91214
1.59982E+15,2,80.44679,-32.53273,5.85955
1.59982E+15,1,0.12403,0.1001,-0.95413
1.59982E+15,2,77.45598,-28.62636,5.61541
1.59982E+15,1,0.11817,0.06494,-0.98587
1.59982E+15,2,73.97687,-29.72503,5.18815
1.59982E+15,1,0.08448,-0.01172,-1.02689
1.59982E+15,2,73.06131,-28.50429,5.12711
1.59982E+15,1,0.09619,-0.01465,-1.02493
1.59982E+15,2,68.97183,-27.22251,4.02844
1.59982E+15,1,0.12452,0.04639,-0.95267
1.59982E+15,2,65.43168,-25.94073,4.88296
1.59982E+15,1,0.09766,0.05274,-0.90139
1.59982E+15,2,65.67583,-27.22251,4.27259
1.59982E+15,1,0.0835,-0.01611,-0.98636
1.59982E+15,2,66.34724,-27.28355,4.76089
1.59982E+15,1,0.07227,-0.0752,-1.10648
1.59982E+15,2,66.40828,-25.75762,4.57778
1.59982E+15,1,0.10059,-0.04297,-1.0474
1.59982E+15,2,68.4225,-27.0394,3.7843
1.59982E+15,1,0.09229,0.01025,-0.98001
1.59982E+15,2,73.00027,-29.23673,5.00504
1.59982E+15,1,0.07569,-0.00439,-0.9512
1.59982E+15,2,72.32887,-28.50429,5.00504
1.59982E+15,1,0.05322,-0.07129,-0.95413
1.59982E+15,2,70.49776,-27.40562,4.57778
1.59982E+15,1,0.05322,-0.13282,-0.98782
1.59982E+15,2,65.67583,-26.24592,3.96741
1.59982E+15,1,0.0708,-0.06934,-1.00931
1.59982E+15,2,64.27198,-25.45244,4.21155
1.59982E+15,1,0.05713,-0.06738,-1.01761
1.59982E+15,2,67.75109,-26.85629,4.51674
1.59982E+15,1,0.05469,-0.08008,-1.0015
1.59982E+15,2,70.68087,-27.34458,4.944
1.59982E+15,1,0.04932,-0.13672,-1.02445
1.59982E+15,2,68.54457,-25.94073,4.944
1.59982E+15,1,0.05176,-0.11231,-0.95218
1.59982E+15,2,66.53035,-26.97836,4.51674
1.59982E+15,1,0.03613,-0.13038,-0.94534
1.59982E+15,2,67.32383,-27.46666,4.76089
1.59982E+15,1,0.02734,-0.16895,-1.02786
1.59982E+15,2,68.72768,-27.95495,4.27259
1.59982E+15,1,0.0293,-0.18653,-1.04593
1.59982E+15,2,71.2302,-27.5277,4.88296
1.59982E+15,1,0.02686,-0.1792,-0.9888
1.59982E+15,2,70.86398,-27.83288,4.51674
1.59982E+15,1,0.03662,-0.1333,-0.92972
1.59982E+15,2,71.16916,-28.01599,4.51674
1.59982E+15,1,0.02149,-0.15967,-0.92141
1.59982E+15,2,69.09391,-27.34458,4.88296
1.59982E+15,1,-0.00391,-0.22022,-0.91409
1.59982E+15,2,66.83554,-27.10044,4.15052
