\,Sensor id,Value 0,Value 1,Value 2  
1.59983E+15,1,-0.16407,-0.35694,-1.04935
1.59983E+15,2,-28.99258,-127.07907,44.37391
1.59983E+15,1,-0.21046,-0.30226,-0.90628
1.59983E+15,2,-30.09125,-133.12174,47.66991
1.59983E+15,1,-0.29444,-0.25636,-0.76028
1.59983E+15,2,-28.80947,-127.56737,45.89984
1.59983E+15,1,-0.27491,-0.24171,-0.7261
1.59983E+15,2,-26.73421,-117.86248,42.29865
1.59983E+15,1,-0.27833,-0.24805,-0.8887
1.59983E+15,2,-26.30696,-116.45863,41.62725
1.59983E+15,1,-0.27149,-0.29298,-1.04105
1.59983E+15,2,-27.34458,-119.38841,42.42073
1.59983E+15,1,-0.29591,-0.29054,-1.03568
1.59983E+15,2,-30.39644,-125.55315,43.88562
1.59983E+15,1,-0.28272,-0.2627,-0.85257
1.59983E+15,2,-27.71081,-125.73626,44.31288
1.59983E+15,1,-0.3672,-0.22169,-0.75002
1.59983E+15,2,-25.8797,-116.58071,41.3831
1.59983E+15,1,-0.37843,-0.19532,-0.7051
1.59983E+15,2,-24.2317,-108.64589,38.33125
1.59983E+15,1,-0.39552,-0.22071,-0.82815
1.59983E+15,2,-22.15644,-101.19938,36.31703
1.59983E+15,1,-0.31153,-0.26759,-0.95804
1.59983E+15,2,-23.49925,-105.16678,36.98843
1.59983E+15,1,-0.41652,-0.30909,-1.10013
1.59983E+15,2,-26.85629,-117.80145,41.26102
1.59983E+15,1,-0.459,-0.27882,-1.06644
1.59983E+15,2,-29.41984,-128.78811,45.04532
1.59983E+15,1,-0.45705,-0.23682,-0.83401
1.59983E+15,2,-28.26014,-134.76974,47.05954
1.59983E+15,1,-0.49513,-0.18213,-0.67971
1.59983E+15,2,-27.89392,-130.92441,45.47258
1.59983E+15,1,-0.42726,-0.16114,-0.62697
1.59983E+15,2,-26.18488,-125.98041,43.94665
1.59983E+15,1,-0.51515,-0.17286,-0.76614
1.59983E+15,2,-25.14725,-117.49626,41.56621
1.59983E+15,1,-0.62062,-0.19825,-0.90774
1.59983E+15,2,-26.18488,-117.98456,41.01688
1.59983E+15,1,-0.60891,-0.19092,-0.89016
1.59983E+15,2,-26.91733,-124.94278,42.60384
1.59983E+15,1,-0.64162,-0.17188,-0.84964
1.59983E+15,2,-26.67318,-129.21537,43.94665
1.59983E+15,1,-0.51808,-0.1211,-0.70022
1.59983E+15,2,-27.22251,-131.10752,44.98428
1.59983E+15,1,-0.53322,-0.10108,-0.58547
1.59983E+15,2,-27.16147,-122.013,42.23762
1.59983E+15,1,-0.66945,-0.10401,-0.64992
1.59983E+15,2,-26.49007,-114.50545,40.10132
1.59983E+15,1,-0.68557,-0.13379,-0.67385
1.59983E+15,2,-25.81866,-110.29389,38.20917
1.59983E+15,1,-0.69143,-0.15918,-0.73928
1.59983E+15,2,-25.26933,-114.99374,39.36888
1.59983E+15,1,-0.74221,-0.14112,-0.76858
1.59983E+15,2,-25.94073,-122.92856,42.23762
1.59983E+15,1,-0.63088,-0.1211,-0.71633
1.59983E+15,2,-27.22251,-129.27641,44.6791
1.59983E+15,1,-0.67776,-0.09473,-0.58498
1.59983E+15,2,-28.6874,-124.21033,43.27525
1.59983E+15,1,-0.73684,-0.05713,-0.51955
1.59983E+15,2,-26.97836,-120.8533,42.29865
1.59983E+15,1,-0.73049,-0.05469,-0.54299
1.59983E+15,2,-24.17066,-113.40678,39.18577
1.59983E+15,1,-0.75686,-0.0835,-0.6968
1.59983E+15,2,-23.7434,-110.90426,38.27021
1.59983E+15,1,-0.72707,-0.10498,-0.78127
1.59983E+15,2,-26.61214,-121.70782,42.48177
1.59983E+15,1,-0.74807,-0.09326,-0.72854
1.59983E+15,2,-28.87051,-130.31404,45.59465
1.59983E+15,1,-0.84719,-0.03467,-0.60158
1.59983E+15,2,-29.72503,-129.39848,45.16739
1.59983E+15,1,-0.77737,-0.01074,-0.45314
1.59983E+15,2,-28.01599,-129.52055,43.76354
1.59983E+15,1,-0.74075,-0.01758,-0.39015
1.59983E+15,2,-25.63555,-120.91433,40.16236
1.59983E+15,1,-0.79104,-0.04248,-0.56496
1.59983E+15,2,-24.71999,-119.51048,40.46754
1.59983E+15,1,-0.87698,-0.05274,-0.67629
1.59983E+15,2,-28.93155,-125.67522,43.70251
1.59983E+15,1,-0.94827,-0.00342,-0.64846
1.59983E+15,2,-29.78607,-131.83996,45.8388
1.59983E+15,1,-0.80081,0.01074,-0.43703
1.59983E+15,2,-30.27436,-134.58663,46.08295
1.59983E+15,1,-0.77541,0.03369,-0.30958
1.59983E+15,2,-27.22251,-130.98544,44.37391
1.59983E+15,1,-0.8594,0.0586,-0.25196
1.59983E+15,2,-25.75762,-122.19611,42.11554
1.59983E+15,1,-0.90286,0.0293,-0.3379
1.59983E+15,2,-25.3914,-119.14426,41.50517
1.59983E+15,1,-0.9639,-0.01025,-0.48927
1.59983E+15,2,-27.5277,-123.84411,43.09214
1.59983E+15,1,-0.89114,0.00537,-0.41115
1.59983E+15,2,-28.6874,-131.35166,45.47258
1.59983E+15,1,-0.88675,0.04736,-0.33839
1.59983E+15,2,-28.13807,-134.95285,46.87643
1.59983E+15,1,-0.90921,0.09229,-0.22413
1.59983E+15,2,-30.3354,-132.02307,45.77776
1.59983E+15,1,-0.89309,0.12549,-0.08789
1.59983E+15,2,-26.79525,-124.75967,44.31288
1.59983E+15,1,-0.85745,0.07959,-0.26124
1.59983E+15,2,-26.06281,-122.86752,43.0311
1.59983E+15,1,-0.92825,0.04053,-0.45265
1.59983E+15,2,-29.66399,-127.81152,43.70251
1.59983E+15,1,-1.06644,0.10157,-0.31007
1.59983E+15,2,-30.39644,-134.15937,46.87643
1.59983E+15,1,-0.92532,0.13623,-0.14698
1.59983E+15,2,-28.50429,-137.21122,47.36473
1.59983E+15,1,-0.83547,0.11573,-0.13184
1.59983E+15,2,-30.27436,-132.87759,45.59465
1.59983E+15,1,-0.90725,0.14454,-0.03906
1.59983E+15,2,-28.56532,-121.34159,43.15317
1.59983E+15,1,-0.96097,0.13428,-0.14014
1.59983E+15,2,-25.33036,-117.37419,41.07791
1.59983E+15,1,-0.97952,0.09912,-0.21924
1.59983E+15,2,-27.22251,-123.90515,43.39732
1.59983E+15,1,-0.97073,0.11035,-0.23975
1.59983E+15,2,-28.74844,-133.85418,48.40236
1.59983E+15,1,-0.96878,0.13428,-0.16993
1.59983E+15,2,-31.67821,-137.02811,48.28028
1.59983E+15,1,-0.91458,0.20167,0.07129
1.59983E+15,2,-29.23673,-133.24381,45.89984
1.59983E+15,1,-0.86819,0.21094,0.06738
1.59983E+15,2,-27.16147,-128.605,44.55702
1.59983E+15,1,-0.90921,0.15137,-0.05762
1.59983E+15,2,-28.13807,-124.1493,43.21421
1.59983E+15,1,-1.03079,0.15967,-0.08692
1.59983E+15,2,-28.32118,-127.26218,44.61806
1.59983E+15,1,-0.98441,0.18409,0.03565
1.59983E+15,2,-28.38221,-133.42692,47.12058
1.59983E+15,1,-0.86477,0.23096,0.12696
1.59983E+15,2,-26.85629,-133.48796,46.93747
1.59983E+15,1,-0.8511,0.24219,0.16407
1.59983E+15,2,-28.01599,-126.89596,43.82458
1.59983E+15,1,-0.91702,0.21876,0.14893
1.59983E+15,2,-27.95495,-122.013,42.11554
1.59983E+15,1,-1.01126,0.2461,0.26417
1.59983E+15,2,-26.18488,-116.64174,41.8714
1.59983E+15,1,-0.92483,0.23487,0.14307
1.59983E+15,2,-24.17066,-115.17685,40.65065
1.59983E+15,1,-0.89944,0.24171,0.21632
1.59983E+15,2,-23.7434,-115.54308,40.46754
1.59983E+15,1,-0.88821,0.24317,0.12647
1.59983E+15,2,-26.18488,-125.98041,44.31288
1.59983E+15,1,-0.91409,0.20264,0.07666
1.59983E+15,2,-29.78607,-129.58159,46.3271
1.59983E+15,1,-0.93997,0.25831,0.27393
1.59983E+15,2,-28.56532,-132.02307,47.24265
1.59983E+15,1,-0.8345,0.25391,0.28272
1.59983E+15,2,-29.66399,-134.2204,47.79199
1.59983E+15,1,-0.86331,0.26026,0.26612
1.59983E+15,2,-30.45747,-137.94366,49.31791
1.59983E+15,1,-0.90579,0.29688,0.39943
1.59983E+15,2,-28.01599,-123.90515,45.47258
1.59983E+15,1,-0.89016,0.35353,0.4507
1.59983E+15,2,-24.78103,-115.97034,39.91821
1.59983E+15,1,-0.82815,0.26466,0.37208
1.59983E+15,2,-24.71999,-113.22367,39.7351
1.59983E+15,1,-0.8638,0.32032,0.3921
1.59983E+15,2,-23.68236,-106.99789,39.42991
1.59983E+15,1,-0.84817,0.28956,0.27931
1.59983E+15,2,-23.19407,-113.04056,37.90399
1.59983E+15,1,-0.85354,0.30665,0.5049
1.59983E+15,2,-24.59792,-116.64174,41.3831
1.59983E+15,1,-0.74758,0.43947,0.74612
1.59983E+15,2,-18.49422,-88.07642,33.38725
1.59983E+15,1,-0.72756,0.4546,0.78957
1.59983E+15,2,-11.536,-55.11643,17.70074
1.59983E+15,1,-0.77004,0.45753,0.92288
1.59983E+15,2,-6.16474,-27.0394,8.48415
1.59983E+15,1,-0.81399,0.42775,0.78567
1.59983E+15,2,1.77007,7.93481,-2.92978
1.59983E+15,1,-0.82376,0.38917,0.7925
1.59983E+15,2,8.48415,38.0871,-14.832
1.59983E+15,1,-0.77053,0.44337,0.88919
1.59983E+15,2,16.72414,68.48354,-23.01096
1.59983E+15,1,-0.69778,0.4087,0.70705
1.59983E+15,2,22.46162,103.7019,-36.25599
1.59983E+15,1,-0.74709,0.36476,0.60256
1.59983E+15,2,26.06281,129.94781,-47.66991
1.59983E+15,1,-0.79836,0.35011,0.59474
1.59983E+15,2,31.31199,146.18366,-50.11139
1.59983E+15,1,-0.83206,0.31397,0.42042
1.59983E+15,2,35.21836,155.40025,-56.33717
1.59983E+15,1,-0.78713,0.24464,0.36134
1.59983E+15,2,34.3028,156.8041,-54.38398
1.59983E+15,1,-0.83157,0.28077,0.23438
1.59983E+15,2,33.87555,154.42366,-53.52947
1.59983E+15,1,-0.86966,0.24219,0.22803
1.59983E+15,2,32.04443,150.7004,-53.95672
1.59983E+15,1,-0.91556,0.2295,0.1836
1.59983E+15,2,31.43406,145.7564,-51.39317
1.59983E+15,1,-0.89407,0.19581,0.10401
1.59983E+15,2,29.41984,137.02811,-46.63228
1.59983E+15,1,-0.88675,0.21339,0.10596
1.59983E+15,2,28.87051,126.22456,-42.60384
1.59983E+15,1,-0.9429,0.23829,0.05469
1.59983E+15,2,26.91733,118.16767,-40.83377
1.59983E+15,1,-1.00687,0.24512,0.06104
1.59983E+15,2,24.17066,107.54723,-38.5754
1.59983E+15,1,-0.97269,0.2544,0.13233
1.59983E+15,2,24.29273,108.89004,-38.69747
1.59983E+15,1,-0.94143,0.25294,0.16211
1.59983E+15,2,25.8797,119.08322,-42.35969
1.59983E+15,1,-0.8887,0.21729,0.14258
1.59983E+15,2,28.1991,126.22456,-44.43495
1.59983E+15,1,-0.90628,0.21485,0.06592
1.59983E+15,2,29.05362,131.22959,-46.81539
1.59983E+15,1,-0.98245,0.20899,-0.02393
1.59983E+15,2,29.8471,132.87759,-47.79199
1.59983E+15,1,-0.99661,0.1792,-0.12891
1.59983E+15,2,28.1991,127.07907,-47.60887
1.59983E+15,1,-0.9639,0.16846,-0.0293
1.59983E+15,2,26.24592,122.80648,-45.47258
1.59983E+15,1,-0.91116,0.18311,0.03027
1.59983E+15,2,26.18488,123.47789,-45.41154
1.59983E+15,1,-0.93509,0.16749,-0.05469
1.59983E+15,2,27.89392,122.25715,-46.02191
1.59983E+15,1,-0.98587,0.13526,-0.09229
1.59983E+15,2,26.24592,124.51552,-45.89984
1.59983E+15,1,-0.93069,0.12207,-0.13526
1.59983E+15,2,26.24592,120.54811,-44.1908
1.59983E+15,1,-0.91849,0.12159,-0.05274
1.59983E+15,2,27.10044,119.14426,-42.66488
1.59983E+15,1,-0.94827,0.1543,-0.00098
1.59983E+15,2,27.46666,121.40263,-42.48177
1.59983E+15,1,-0.93753,0.14405,-0.1128
1.59983E+15,2,27.10044,124.45448,-43.58043
1.59983E+15,1,-0.91116,0.11377,-0.15528
1.59983E+15,2,28.01599,127.87255,-44.49599
1.59983E+15,1,-0.90579,0.13721,-0.08887
1.59983E+15,2,28.74844,132.75552,-46.02191
1.59983E+15,1,-0.91067,0.12696,-0.11475
1.59983E+15,2,30.94577,133.67107,-46.14399
1.59983E+15,1,-0.90725,0.10059,-0.23731
1.59983E+15,2,31.18992,137.39433,-47.42576
1.59983E+15,1,-0.94095,0.09424,-0.2251
1.59983E+15,2,30.09125,140.38514,-48.34132
1.59983E+15,1,-0.90384,0.07617,-0.37648
1.59983E+15,2,29.8471,139.22544,-48.28028
1.59983E+15,1,-0.96487,0.06006,-0.41261
1.59983E+15,2,27.77184,126.4687,-44.49599
1.59983E+15,1,-0.98538,0.04932,-0.34816
1.59983E+15,2,26.06281,122.13507,-41.56621
1.59983E+15,1,-0.94876,0.0332,-0.41408
1.59983E+15,2,25.69658,121.46367,-41.62725
1.59983E+15,1,-0.86868,0.02051,-0.30909
1.59983E+15,2,27.5277,121.28056,-41.01688
1.59983E+15,1,-0.83108,0.08887,-0.26124
1.59983E+15,2,28.32118,127.62841,-44.1908
1.59983E+15,1,-0.87014,0.01904,-0.45607
1.59983E+15,2,29.60295,128.97122,-46.93747
1.59983E+15,1,-0.88528,-0.00928,-0.54006
1.59983E+15,2,29.8471,132.20618,-46.63228
1.59983E+15,1,-0.86526,0.01123,-0.52199
1.59983E+15,2,29.35881,129.21537,-46.20502
1.59983E+15,1,-0.78372,0.01172,-0.41847
1.59983E+15,2,29.05362,127.07907,-44.86221
1.59983E+15,1,-0.81545,0.02734,-0.47121
1.59983E+15,2,30.88473,133.18278,-47.79199
1.59983E+15,1,-0.80813,-0.04297,-0.64943
1.59983E+15,2,28.74844,127.99463,-47.9751
1.59983E+15,1,-0.83889,-0.07617,-0.62502
1.59983E+15,2,25.69658,121.28056,-44.98428
1.59983E+15,1,-0.82424,-0.04151,-0.5674
1.59983E+15,2,27.0394,118.35078,-43.0311
1.59983E+15,1,-0.78079,-0.03272,-0.50832
1.59983E+15,2,25.69658,118.53389,-45.16739
1.59983E+15,1,-0.79495,-0.03272,-0.46974
1.59983E+15,2,28.26014,125.06485,-45.16739
1.59983E+15,1,-0.7383,-0.04639,-0.54054
1.59983E+15,2,28.1991,124.08826,-44.74013
1.59983E+15,1,-0.75442,-0.10205,-0.59474
1.59983E+15,2,27.34458,123.1727,-44.06873
1.59983E+15,1,-0.79592,-0.12012,-0.70363
1.59983E+15,2,27.10044,119.2053,-42.35969
1.59983E+15,1,-0.73782,-0.10645,-0.66359
1.59983E+15,2,26.00177,112.97952,-40.16236
1.59983E+15,1,-0.70412,-0.0708,-0.60402
1.59983E+15,2,27.5277,116.76382,-40.40651
1.59983E+15,1,-0.68557,-0.04981,-0.53517
1.59983E+15,2,28.50429,125.24796,-43.76354
1.59983E+15,1,-0.63771,-0.05713,-0.5547
1.59983E+15,2,30.03021,132.81655,-46.81539
1.59983E+15,1,-0.65432,-0.13038,-0.72463
1.59983E+15,2,29.8471,138.18781,-49.37895
1.59983E+15,1,-0.63967,-0.21632,-0.96048
1.59983E+15,2,27.58873,126.4687,-46.02191
1.59983E+15,1,-0.63186,-0.23438,-0.98929
1.59983E+15,2,22.15644,112.43019,-41.07791
1.59983E+15,1,-0.65969,-0.1792,-0.81887
1.59983E+15,2,20.9357,108.34071,-38.88058
1.59983E+15,1,-0.59474,-0.13038,-0.64553
1.59983E+15,2,22.88888,109.25626,-38.88058
1.59983E+15,1,-0.58351,-0.10987,-0.5547
1.59983E+15,2,25.63555,120.05982,-42.78695
1.59983E+15,1,-0.50832,-0.15723,-0.69973
1.59983E+15,2,29.23673,128.54396,-46.02191
1.59983E+15,1,-0.51222,-0.22364,-0.90335
1.59983E+15,2,29.78607,129.03226,-44.98428
1.59983E+15,1,-0.52736,-0.24659,-1.03763
1.59983E+15,2,26.24592,124.75967,-43.76354
1.59983E+15,1,-0.51418,-0.19727,-0.88968
1.59983E+15,2,22.70577,115.35997,-41.32206
1.59983E+15,1,-0.47511,-0.14991,-0.67336
1.59983E+15,2,26.97836,116.45863,-41.19999
1.59983E+15,1,-0.41017,-0.15674,-0.68606
1.59983E+15,2,28.62636,125.18693,-46.75436
1.59983E+15,1,-0.438,-0.21094,-0.86135
1.59983E+15,2,29.1757,130.74129,-48.82962
1.59983E+15,1,-0.48976,-0.26661,-1.04788
1.59983E+15,2,27.40562,125.61419,-45.16739
1.59983E+15,1,-0.49513,-0.28516,-1.11478
1.59983E+15,2,23.43822,108.95108,-39.7351
1.59983E+15,1,-0.49025,-0.2754,-0.99271
1.59983E+15,2,21.66814,97.84234,-36.50014
1.59983E+15,1,-0.35353,-0.21339,-0.72073
1.59983E+15,2,23.01096,95.64501,-36.31703
1.59983E+15,1,-0.2964,-0.14893,-0.5215
1.59983E+15,2,25.63555,107.05893,-40.52858
1.59983E+15,1,-0.34376,-0.19825,-0.63967
1.59983E+15,2,29.41984,124.45448,-45.8388
1.59983E+15,1,-0.31495,-0.27491,-0.83401
1.59983E+15,2,30.94577,135.99048,-48.15821
1.59983E+15,1,-0.31739,-0.31104,-1.03763
1.59983E+15,2,29.35881,138.73714,-47.91406
1.59983E+15,1,-0.2964,-0.31056,-1.09037
1.59983E+15,2,26.12384,127.68944,-45.22843
1.59983E+15,1,-0.24708,-0.28321,-1.00296
1.59983E+15,2,25.94073,117.74041,-44.25184
1.59983E+15,1,-0.27003,-0.28761,-1.022
1.59983E+15,2,27.0394,115.35997,-44.25184
1.59983E+15,1,-0.20899,-0.26319,-0.91018
1.59983E+15,2,26.24592,113.46782,-44.06873
1.59983E+15,1,-0.18555,-0.30811,-0.87551
1.59983E+15,2,26.67318,118.90011,-43.58043
1.59983E+15,1,-0.167,-0.32569,-0.91507
1.59983E+15,2,25.51347,124.02722,-44.80117
1.59983E+15,1,-0.17188,-0.34083,-0.95218
1.59983E+15,2,26.30696,121.76885,-43.0311
1.59983E+15,1,-0.07959,-0.33058,-0.9556
1.59983E+15,2,28.13807,119.63256,-43.58043
1.59983E+15,1,-0.00049,-0.3379,-0.89358
1.59983E+15,2,30.3354,121.46367,-44.61806
1.59983E+15,1,-0.0127,-0.32228,-0.8384
1.59983E+15,2,29.78607,122.31819,-43.82458
1.59983E+15,1,-0.03809,-0.32374,-0.81838
1.59983E+15,2,28.99258,129.52055,-46.63228
1.59983E+15,1,0.00488,-0.34767,-0.89065
1.59983E+15,2,30.21332,131.59581,-46.63228
1.59983E+15,1,0.0376,-0.42286,-0.98294
1.59983E+15,2,29.35881,126.16352,-45.28947
1.59983E+15,1,0.06494,-0.3882,-1.09183
1.59983E+15,2,26.79525,115.72619,-41.8714
1.59983E+15,1,0.0127,-0.36769,-1.00784
1.59983E+15,2,23.7434,109.68352,-41.3831
1.59983E+15,1,0.01025,-0.32618,-0.8511
1.59983E+15,2,27.28355,116.45863,-43.70251
1.59983E+15,1,0.03027,-0.32618,-0.80081
1.59983E+15,2,30.03021,125.309,-45.16739
1.59983E+15,1,0.11377,-0.36476,-0.79299
1.59983E+15,2,29.78607,133.36589,-47.36473
1.59983E+15,1,0.08252,-0.39845,-1.01419
1.59983E+15,2,28.6874,137.21122,-48.28028
1.59983E+15,1,0.16651,-0.41896,-1.03812
1.59983E+15,2,28.38221,130.06989,-45.41154
1.59983E+15,1,0.02393,-0.50246,-1.29398
1.59983E+15,2,23.2551,113.83404,-40.8948
1.59983E+15,1,0.04199,-0.4922,-1.35893
1.59983E+15,2,17.02933,83.31553,-29.41984
1.59983E+15,1,0.03174,-0.53127,-1.35405
1.59983E+15,2,8.9114,52.12561,-18.49422
1.59983E+15,1,0.06543,-0.54201,-1.41264
1.59983E+15,2,0.85452,12.2074,-4.39467
1.59983E+15,1,0.06006,-0.53078,-1.39164
1.59983E+15,2,-7.69066,-26.85629,8.60622
1.59983E+15,1,0.08203,-0.50929,-1.41215
1.59983E+15,2,-16.96829,-65.30961,22.82785
1.59983E+15,1,0.08155,-0.47951,-1.30912
1.59983E+15,2,-25.57451,-100.58901,35.2794
1.59983E+15,1,0.05371,-0.45851,-1.28959
1.59983E+15,2,-29.90814,-124.02722,44.25184
1.59983E+15,1,0.1626,-0.43117,-1.15238
1.59983E+15,2,-34.36384,-142.82662,50.23347
1.59983E+15,1,0.16651,-0.43507,-1.01517
1.59983E+15,2,-38.51436,-158.57418,58.16828
1.59983E+15,1,0.09766,-0.44288,-1.00735
1.59983E+15,2,-39.85717,-164.31166,63.9668
1.59983E+15,1,0.09278,-0.33985,-0.91263
1.59983E+15,2,-36.98843,-163.02988,60.12146
1.59983E+15,1,0.03418,-0.32569,-0.86917
1.59983E+15,2,-34.3028,-152.59255,57.19169
1.59983E+15,1,0.0586,-0.29884,-0.83499
1.59983E+15,2,-32.16651,-146.67196,53.28532
1.59983E+15,1,0.00488,-0.35987,-0.918
1.59983E+15,2,-33.1431,-146.18366,50.96591
1.59983E+15,1,-0.04883,-0.34523,-0.94974
1.59983E+15,2,-31.43406,-142.09418,50.05036
1.59983E+15,1,-0.08496,-0.29298,-0.86673
1.59983E+15,2,-29.54192,-129.27641,46.38813
1.59983E+15,1,-0.07227,-0.24464,-0.74123
1.59983E+15,2,-25.20829,-121.21952,42.97006
1.59983E+15,1,-0.18751,-0.27491,-0.7969
1.59983E+15,2,-22.64473,-107.48619,37.11051
1.59983E+15,1,-0.24073,-0.34669,-0.97269
1.59983E+15,2,-22.82785,-105.65508,36.98843
1.59983E+15,1,-0.24903,-0.38771,-1.08402
1.59983E+15,2,-25.26933,-116.03137,40.95584
1.59983E+15,1,-0.16553,-0.35353,-1.03568
1.59983E+15,2,-28.38221,-126.16352,44.12976
1.59983E+15,1,-0.20069,-0.30616,-0.91751
1.59983E+15,2,-29.54192,-132.32826,47.4868
1.59983E+15,1,-0.29542,-0.26368,-0.78518
1.59983E+15,2,-28.99258,-127.50633,45.77776
1.59983E+15,1,-0.25538,-0.23829,-0.72854
1.59983E+15,2,-26.97836,-119.08322,42.72591
1.59983E+15,1,-0.28858,-0.25294,-0.87112
1.59983E+15,2,-26.12384,-116.94693,41.93243
1.59983E+15,1,-0.26514,-0.28858,-1.00296
1.59983E+15,2,-26.30696,-118.90011,42.78695
1.59983E+15,1,-0.29933,-0.28419,-1.02738
1.59983E+15,2,-29.72503,-124.08826,43.88562
1.59983E+15,1,-0.29347,-0.2671,-0.86526
1.59983E+15,2,-27.83288,-125.06485,44.00769
1.59983E+15,1,-0.33546,-0.23731,-0.7676
1.59983E+15,2,-26.30696,-118.04559,41.50517
1.59983E+15,1,-0.35646,-0.20948,-0.71682
1.59983E+15,2,-25.63555,-112.18604,39.2468
1.59983E+15,1,-0.40675,-0.22266,-0.82131
1.59983E+15,2,-23.13303,-103.45775,36.98843
1.59983E+15,1,-0.31349,-0.25636,-0.92141
1.59983E+15,2,-23.37718,-106.14338,37.72088
1.59983E+15,1,-0.41603,-0.29591,-1.05081
1.59983E+15,2,-26.49007,-116.64174,40.8948
1.59983E+15,1,-0.44826,-0.27833,-1.0596
1.59983E+15,2,-29.05362,-126.40767,44.31288
1.59983E+15,1,-0.45509,-0.24708,-0.86331
1.59983E+15,2,-28.1991,-132.75552,46.26606
1.59983E+15,1,-0.50197,-0.18897,-0.71926
1.59983E+15,2,-27.77184,-129.70367,45.28947
1.59983E+15,1,-0.42921,-0.15381,-0.63332
1.59983E+15,2,-25.51347,-124.94278,43.88562
1.59983E+15,1,-0.47902,-0.16504,-0.72854
1.59983E+15,2,-24.17066,-116.27552,41.44414
1.59983E+15,1,-0.59767,-0.19776,-0.89212
1.59983E+15,2,-25.94073,-117.5573,41.01688
1.59983E+15,1,-0.62648,-0.20655,-0.91556
1.59983E+15,2,-27.40562,-124.69863,42.66488
1.59983E+15,1,-0.65041,-0.19141,-0.87405
1.59983E+15,2,-27.64977,-130.98544,44.1908
1.59983E+15,1,-0.53566,-0.12891,-0.70461
1.59983E+15,2,-27.64977,-132.99966,45.53362
1.59983E+15,1,-0.52199,-0.09326,-0.57521
1.59983E+15,2,-26.91733,-124.1493,43.0311
1.59983E+15,1,-0.65676,-0.08838,-0.62209
1.59983E+15,2,-25.8797,-114.2613,40.28443
1.59983E+15,1,-0.67824,-0.11817,-0.6592
1.59983E+15,2,-25.08621,-107.42515,37.17154
1.59983E+15,1,-0.6802,-0.15284,-0.73635
1.59983E+15,2,-24.65896,-111.14841,38.14814
1.59983E+15,1,-0.76321,-0.15137,-0.77932
1.59983E+15,2,-25.69658,-119.63256,40.83377
1.59983E+15,1,-0.65334,-0.1333,-0.74123
1.59983E+15,2,-26.67318,-127.93359,44.43495
1.59983E+15,1,-0.62404,-0.09522,-0.58644
1.59983E+15,2,-28.32118,-125.49211,43.64147
1.59983E+15,1,-0.72707,-0.06592,-0.5425
1.59983E+15,2,-28.07703,-122.19611,42.29865
1.59983E+15,1,-0.77346,-0.06885,-0.57424
1.59983E+15,2,-26.06281,-116.82485,39.85717
1.59983E+15,1,-0.7637,-0.08985,-0.66213
1.59983E+15,2,-24.96414,-115.54308,39.36888
1.59983E+15,1,-0.7383,-0.11182,-0.75198
1.59983E+15,2,-26.91733,-124.69863,43.76354
1.59983E+15,1,-0.7427,-0.09375,-0.69533
1.59983E+15,2,-28.74844,-132.02307,46.14399
1.59983E+15,1,-0.83694,-0.01953,-0.55177
1.59983E+15,2,-28.99258,-128.36085,44.86221
1.59983E+15,1,-0.76467,0.00244,-0.44337
1.59983E+15,2,-27.40562,-126.28559,42.42073
1.59983E+15,1,-0.75393,-0.01221,-0.38087
1.59983E+15,2,-24.84207,-114.62752,38.02606
1.59983E+15,1,-0.80081,-0.03809,-0.56594
1.59983E+15,2,-23.37718,-114.13923,38.14814
1.59983E+15,1,-0.83596,-0.07031,-0.71145
1.59983E+15,2,-27.46666,-124.27137,42.97006
1.59983E+15,1,-0.93802,-0.0127,-0.67776
1.59983E+15,2,-29.23673,-131.77892,46.26606
1.59983E+15,1,-0.85061,0.02149,-0.48634
1.59983E+15,2,-30.88473,-136.23463,47.05954
1.59983E+15,1,-0.77102,0.03516,-0.27686
1.59983E+15,2,-28.32118,-133.48796,45.22843
1.59983E+15,1,-0.84524,0.04932,-0.25098
1.59983E+15,2,-26.36799,-125.73626,43.0311
1.59983E+15,1,-0.88577,0.0083,-0.37843
1.59983E+15,2,-26.61214,-121.76885,42.11554
1.59983E+15,1,-0.97122,-0.0127,-0.50197
1.59983E+15,2,-28.26014,-125.43107,44.06873
1.59983E+15,1,-0.89895,0.021,-0.41163
1.59983E+15,2,-29.8471,-133.42692,46.57125
1.59983E+15,1,-0.87747,0.04834,-0.31739
1.59983E+15,2,-28.93155,-136.96707,47.54784
1.59983E+15,1,-0.90237,0.09278,-0.20508
1.59983E+15,2,-30.09125,-132.75552,46.02191
1.59983E+15,1,-0.89944,0.1333,-0.06983
1.59983E+15,2,-26.61214,-124.27137,44.00769
1.59983E+15,1,-0.85501,0.08252,-0.2671
1.59983E+15,2,-25.3914,-121.76885,42.72591
1.59983E+15,1,-0.92386,0.03955,-0.45705
1.59983E+15,2,-28.93155,-127.14011,43.51939
1.59983E+15,1,-1.06937,0.10303,-0.31935
1.59983E+15,2,-30.03021,-133.67107,46.81539
1.59983E+15,1,-0.92239,0.13916,-0.14356
1.59983E+15,2,-28.74844,-135.99048,47.24265
1.59983E+15,1,-0.82131,0.12842,-0.10694
1.59983E+15,2,-29.1757,-131.35166,44.98428
1.59983E+15,1,-0.88675,0.14209,-0.04443
1.59983E+15,2,-28.07703,-120.365,42.60384
1.59983E+15,1,-0.96194,0.12549,-0.17481
1.59983E+15,2,-25.75762,-116.64174,40.83377
