Timestamp(us),Sensor id,Value 0,Value 1,Value 2  
1.59983E+15,1,0.20167,-0.3838,-0.89602
1.59983E+15,2,0,-0.36622,-0.24415
1.59983E+15,1,0.20215,-0.3838,-0.897
1.59983E+15,2,-0.12207,-0.42726,-0.18311
1.59983E+15,1,0.20167,-0.3838,-0.89456
1.59983E+15,2,-0.06104,-0.42726,-0.12207
1.59983E+15,1,0.20069,-0.38331,-0.89505
1.59983E+15,2,-0.18311,-0.61037,-0.30519
1.59983E+15,1,0.20069,-0.38429,-0.89456
1.59983E+15,2,0,-0.30519,-0.18311
1.59983E+15,1,0.20118,-0.38478,-0.89456
1.59983E+15,2,-0.12207,-0.4883,-0.24415
1.59983E+15,1,0.20118,-0.3838,-0.89505
1.59983E+15,2,-0.12207,-0.36622,-0.24415
1.59983E+15,1,0.20215,-0.38429,-0.89602
1.59983E+15,2,-0.06104,-0.36622,-0.30519
1.59983E+15,1,0.20215,-0.38429,-0.89651
1.59983E+15,2,0,-0.18311,-0.18311
1.59983E+15,1,0.20215,-0.38478,-0.89651
1.59983E+15,2,-0.18311,-0.42726,-0.30519
1.59983E+15,1,0.20167,-0.38331,-0.89505
1.59983E+15,2,0.06104,-0.06104,-0.12207
1.59983E+15,1,0.20215,-0.38478,-0.89749
1.59983E+15,2,0.06104,-0.24415,-0.18311
1.59983E+15,1,0.20167,-0.38429,-0.89602
1.59983E+15,2,-0.06104,-0.42726,-0.24415
1.59983E+15,1,0.20118,-0.38429,-0.89651
1.59983E+15,2,-0.12207,-0.4883,-0.18311
1.59983E+15,1,0.20215,-0.38331,-0.89651
1.59983E+15,2,-0.12207,-0.54933,-0.24415
1.59983E+15,1,0.20167,-0.38478,-0.89505
1.59983E+15,2,-0.06104,-0.4883,-0.18311
1.59983E+15,1,0.20069,-0.38331,-0.89358
1.59983E+15,2,-0.06104,-0.36622,-0.18311
1.59983E+15,1,0.20118,-0.38478,-0.89505
1.59983E+15,2,-0.24415,-0.54933,-0.30519
1.59983E+15,1,0.20069,-0.38282,-0.89554
1.59983E+15,2,-0.18311,-0.4883,-0.24415
1.59983E+15,1,0.2002,-0.38429,-0.897
1.59983E+15,2,-0.06104,-0.30519,-0.24415
1.59983E+15,1,0.20118,-0.38331,-0.89554
1.59983E+15,2,-0.12207,-0.4883,-0.24415
1.59983E+15,1,0.18458,-0.39113,-0.92581
1.59983E+15,2,-0.54933,-1.28178,-0.06104
1.59983E+15,1,0.1167,-0.44093,-1.09232
1.59983E+15,2,-3.7843,-11.78014,3.96741
1.59983E+15,1,0.16456,-0.48195,-1.19486
1.59983E+15,2,-8.66726,-34.48592,12.08533
1.59983E+15,1,0.0625,-0.52834,-1.39213
1.59983E+15,2,-18.55525,-61.95257,20.87466
1.59983E+15,1,0.15577,-0.459,-1.30033
1.59983E+15,2,-21.17985,-93.3256,32.71584
1.59983E+15,1,0.14161,-0.46095,-1.14652
1.59983E+15,2,-25.20829,-118.22871,41.99347
1.59983E+15,1,0.06787,-0.46339,-1.07962
1.59983E+15,2,-32.47169,-131.96203,48.52443
1.59983E+15,1,0.19385,-0.41017,-0.97757
1.59983E+15,2,-37.23258,-141.3007,54.20087
1.59983E+15,1,0.14258,-0.35255,-1.02591
1.59983E+15,2,-34.11969,-153.81329,54.81124
1.59983E+15,1,0.03076,-0.42726,-1.10892
1.59983E+15,2,-34.48592,-158.02484,57.13065
1.59983E+15,1,0.03027,-0.36427,-0.93558
1.59983E+15,2,-34.66903,-154.78988,56.8865
1.59983E+15,1,0.06983,-0.35353,-0.80813
1.59983E+15,2,-32.53273,-146.67196,53.28532
1.59983E+15,1,0.05029,-0.31349,-0.73342
1.59983E+15,2,-32.95999,-139.28648,50.41658
1.59983E+15,1,0.04395,-0.30909,-0.91409
1.59983E+15,2,-30.64058,-138.55403,48.6465
1.59983E+15,1,0.0127,-0.32179,-0.9639
1.59983E+15,2,-30.15229,-132.75552,46.51021
1.59983E+15,1,0.00098,-0.30958,-0.83303
1.59983E+15,2,-26.61214,-125.55315,43.39732
1.59983E+15,1,-0.14063,-0.29737,-0.78274
1.59983E+15,2,-25.69658,-116.82485,40.71169
1.59983E+15,1,-0.15235,-0.29151,-0.74758
1.59983E+15,2,-24.71999,-107.18101,38.5754
1.59983E+15,1,-0.09326,-0.31495,-0.89846
1.59983E+15,2,-23.92651,-108.1576,38.51436
1.59983E+15,1,-0.12989,-0.37452,-1.12357
1.59983E+15,2,-25.51347,-114.81063,40.10132
1.59983E+15,1,-0.2085,-0.36915,-1.15629
1.59983E+15,2,-29.60295,-127.38426,44.43495
1.59983E+15,1,-0.23927,-0.33399,-0.95022
1.59983E+15,2,-29.35881,-136.23463,48.28028
1.59983E+15,1,-0.2251,-0.2505,-0.78762
1.59983E+15,2,-28.38221,-130.74129,47.79199
1.59983E+15,1,-0.17872,-0.21387,-0.76516
1.59983E+15,2,-27.5277,-126.40767,46.20502
1.59983E+15,1,-0.26466,-0.25196,-0.86135
1.59983E+15,2,-26.06281,-118.47285,43.0311
1.59983E+15,1,-0.30958,-0.27442,-0.95657
1.59983E+15,2,-25.08621,-115.9093,40.16236
1.59983E+15,1,-0.28858,-0.28175,-0.97806
1.59983E+15,2,-26.42903,-120.30396,40.8948
1.59983E+15,1,-0.36232,-0.2754,-0.94534
1.59983E+15,2,-28.44325,-122.013,42.84799
1.59983E+15,1,-0.34523,-0.21827,-0.85403
1.59983E+15,2,-27.5277,-121.15848,43.0311
1.59983E+15,1,-0.3003,-0.20118,-0.80227
1.59983E+15,2,-24.96414,-116.82485,40.83377
1.59983E+15,1,-0.36964,-0.22022,-0.81155
1.59983E+15,2,-23.56029,-105.65508,36.68325
1.59983E+15,1,-0.46388,-0.25245,-0.92141
1.59983E+15,2,-23.01096,-105.96026,37.41569
1.59983E+15,1,-0.50636,-0.271,-1.02103
1.59983E+15,2,-25.02518,-113.773,40.04028
1.59983E+15,1,-0.42482,-0.27393,-1.01273
1.59983E+15,2,-26.79525,-123.72204,43.94665
1.59983E+15,1,-0.43947,-0.24512,-0.95169
1.59983E+15,2,-29.96918,-132.26722,46.38813
1.59983E+15,1,-0.40284,-0.16163,-0.80178
1.59983E+15,2,-29.35881,-133.91522,46.63228
1.59983E+15,1,-0.51515,-0.15723,-0.70852
1.59983E+15,2,-27.89392,-127.01804,43.39732
1.59983E+15,1,-0.54201,-0.17188,-0.70119
1.59983E+15,2,-25.69658,-118.41182,41.13895
1.59983E+15,1,-0.46925,-0.18018,-0.78176
1.59983E+15,2,-24.17066,-116.45863,40.77273
1.59983E+15,1,-0.54933,-0.19483,-0.91604
1.59983E+15,2,-26.49007,-120.12085,41.93243
1.59983E+15,1,-0.58986,-0.19727,-0.89261
1.59983E+15,2,-29.29777,-125.49211,42.78695
1.59983E+15,1,-0.62697,-0.17383,-0.76809
1.59983E+15,2,-28.1991,-129.70367,44.12976
1.59983E+15,1,-0.65285,-0.13233,-0.62307
1.59983E+15,2,-26.85629,-127.01804,43.58043
1.59983E+15,1,-0.55177,-0.10889,-0.54347
1.59983E+15,2,-24.2317,-119.14426,41.56621
1.59983E+15,1,-0.61916,-0.09571,-0.62648
1.59983E+15,2,-22.40059,-109.13419,38.5754
1.59983E+15,1,-0.67531,-0.12793,-0.81741
1.59983E+15,2,-24.78103,-110.29389,38.88058
1.59983E+15,1,-0.67873,-0.16504,-0.87942
1.59983E+15,2,-28.01599,-118.717,41.13895
1.59983E+15,1,-0.75442,-0.16504,-0.79543
1.59983E+15,2,-30.3354,-124.94278,43.33628
1.59983E+15,1,-0.73244,-0.08448,-0.63234
1.59983E+15,2,-28.1991,-128.29981,44.61806
1.59983E+15,1,-0.6216,-0.04346,-0.54152
1.59983E+15,2,-26.24592,-126.77389,43.88562
1.59983E+15,1,-0.6758,-0.04395,-0.53908
1.59983E+15,2,-26.85629,-116.88589,39.85717
1.59983E+15,1,-0.75393,-0.08203,-0.63381
1.59983E+15,2,-26.18488,-114.20026,39.06369
1.59983E+15,1,-0.81155,-0.12354,-0.73147
1.59983E+15,2,-28.50429,-119.75463,41.93243
1.59983E+15,1,-0.8638,-0.10547,-0.74123
