Timestamp(us),Sensor id,Value 0,Value 1,Value 2  
1.59983E+15,1,0.20167,-0.38429,-0.89456
1.59983E+15,2,-0.24415,-0.61037,-0.36622
1.59983E+15,1,0.20313,-0.38429,-0.89602
1.59983E+15,2,0.12207,-0.12207,-0.24415
1.59983E+15,1,0.20264,-0.38429,-0.89749
1.59983E+15,2,-0.12207,-0.4883,-0.24415
1.59983E+15,1,0.20215,-0.38429,-0.89651
1.59983E+15,2,0.06104,-0.18311,-0.12207
1.59983E+15,1,0.20215,-0.38478,-0.897
1.59983E+15,2,0.06104,-0.30519,-0.18311
1.59983E+15,1,0.20167,-0.38331,-0.89505
1.59983E+15,2,-0.18311,-0.4883,-0.24415
1.59983E+15,1,0.20118,-0.38429,-0.89505
1.59983E+15,2,-0.18311,-0.54933,-0.24415
1.59983E+15,1,0.20118,-0.38478,-0.897
1.59983E+15,2,-0.36622,-0.85452,-0.30519
1.59983E+15,1,0.20167,-0.3838,-0.89554
1.59983E+15,2,-0.18311,-0.54933,-0.24415
1.59983E+15,1,0.20167,-0.3838,-0.89456
1.59983E+15,2,-0.12207,-0.4883,-0.24415
1.59983E+15,1,0.20118,-0.3838,-0.89602
1.59983E+15,2,-0.12207,-0.4883,-0.24415
1.59983E+15,1,0.20069,-0.38331,-0.89602
1.59983E+15,2,-0.24415,-0.61037,-0.30519
1.59983E+15,1,0.20167,-0.3838,-0.89651
1.59983E+15,2,0.12207,-0.06104,-0.18311
1.59983E+15,1,0.2002,-0.3838,-0.89554
1.59983E+15,2,0,-0.18311,-0.12207
1.59983E+15,1,0.20215,-0.38282,-0.897
1.59983E+15,2,0,-0.24415,-0.18311
1.59983E+15,1,0.2002,-0.38429,-0.89749
1.59983E+15,2,-0.18311,-0.54933,-0.24415
1.59983E+15,1,0.20215,-0.38429,-0.89554
1.59983E+15,2,-0.12207,-0.42726,-0.24415
1.59983E+15,1,0.20118,-0.3838,-0.89505
1.59983E+15,2,0.06104,-0.12207,-0.12207
1.59983E+15,1,0.20118,-0.3838,-0.89505
1.59983E+15,2,-0.06104,-0.36622,-0.24415
1.59983E+15,1,0.20215,-0.38429,-0.89554
1.59983E+15,2,-0.06104,-0.36622,-0.24415
1.59983E+15,1,0.20167,-0.3838,-0.89651
1.59983E+15,2,0.06104,-0.18311,-0.12207
1.59983E+15,1,0.20167,-0.38527,-0.89554
1.59983E+15,2,-0.36622,-0.73244,-0.30519
1.59983E+15,1,0.20167,-0.3838,-0.89505
1.59983E+15,2,-0.24415,-0.61037,-0.30519
1.59983E+15,1,0.20264,-0.38478,-0.89602
1.59983E+15,2,-0.06104,-0.36622,-0.24415
1.59983E+15,1,0.20118,-0.38429,-0.89554
1.59983E+15,2,-0.18311,-0.42726,-0.24415
1.59983E+15,1,0.20264,-0.3838,-0.89554
1.59983E+15,2,-0.06104,-0.36622,-0.24415
1.59983E+15,1,0.20215,-0.3838,-0.89602
1.59983E+15,2,0,-0.36622,-0.24415
1.59983E+15,1,0.20118,-0.38331,-0.897
1.59983E+15,2,-0.12207,-0.42726,-0.18311
1.59983E+15,1,0.19532,-0.3882,-0.90774
1.59983E+15,2,-0.06104,-0.42726,-0.06104
1.59983E+15,1,0.12598,-0.42677,-1.03958
1.59983E+15,2,-1.95318,-6.1037,2.07526
1.59983E+15,1,0.13184,-0.47121,-1.20316
1.59983E+15,2,-8.60622,-25.8797,9.21659
1.59983E+15,1,0.11719,-0.48781,-1.32328
1.59983E+15,2,-13.42814,-49.37895,17.76177
1.59983E+15,1,0.18799,-0.52004,-1.28227
1.59983E+15,2,-19.16562,-83.62072,30.45747
1.59983E+15,1,0.15625,-0.52004,-1.16507
1.59983E+15,2,-27.0394,-112.43019,38.63643
1.59983E+15,1,0.18018,-0.45705,-1.00296
1.59983E+15,2,-31.4951,-128.42189,45.04532
1.59983E+15,1,0.16749,-0.40431,-0.9595
1.59983E+15,2,-33.38725,-142.52144,53.65154
1.59983E+15,1,0.08643,-0.38917,-1.08646
1.59983E+15,2,-34.48592,-150.7004,56.39821
1.59983E+15,1,0.09326,-0.43019,-0.98441
1.59983E+15,2,-35.9508,-154.60677,55.54369
1.59983E+15,1,0.14844,-0.38673,-0.92776
1.59983E+15,2,-37.11051,-156.19373,57.61895
1.59983E+15,1,0.16553,-0.32374,-0.71877
1.59983E+15,2,-34.60799,-152.65358,53.77361
1.59983E+15,1,0.08155,-0.2964,-0.80081
1.59983E+15,2,-32.65481,-144.84085,51.82043
1.59983E+15,1,-0.03223,-0.28712,-0.8887
1.59983E+15,2,-29.35881,-138.12677,49.92828
1.59983E+15,1,0.08399,-0.31544,-0.92532
1.59983E+15,2,-27.40562,-135.92944,47.73095
1.59983E+15,1,0.04443,-0.33644,-0.86135
1.59983E+15,2,-28.26014,-128.36085,44.25184
1.59983E+15,1,-0.0586,-0.29981,-0.772
1.59983E+15,2,-24.59792,-118.96115,40.52858
1.59983E+15,1,-0.10596,-0.27491,-0.75539
1.59983E+15,2,-23.19407,-109.86663,38.33125
