Timestamp(us),Sensor id,Value 0,Value 1,Value 2  
1.59983E+15,1,0.20167,-0.38478,-0.89602
1.59983E+15,2,-0.06104,-0.42726,-0.24415
1.59983E+15,1,0.20215,-0.38429,-0.89554
1.59983E+15,2,-0.18311,-0.54933,-0.24415
1.59983E+15,1,0.20167,-0.38429,-0.89846
1.59983E+15,2,-0.12207,-0.4883,-0.18311
1.59983E+15,1,0.20118,-0.3838,-0.89554
1.59983E+15,2,-0.12207,-0.4883,-0.24415
1.59983E+15,1,0.19971,-0.38429,-0.89505
1.59983E+15,2,-0.18311,-0.54933,-0.24415
1.59983E+15,1,0.20167,-0.38282,-0.89505
1.59983E+15,2,0,-0.36622,-0.18311
1.59983E+15,1,0.20069,-0.38282,-0.89407
1.59983E+15,2,-0.06104,-0.36622,-0.18311
1.59983E+15,1,0.20118,-0.38282,-0.89407
1.59983E+15,2,-0.18311,-0.54933,-0.30519
1.59983E+15,1,0.20118,-0.38282,-0.89456
1.59983E+15,2,0,-0.30519,-0.18311
1.59983E+15,1,0.20118,-0.38282,-0.89456
1.59983E+15,2,0.06104,-0.06104,-0.18311
1.59983E+15,1,0.20118,-0.38429,-0.89602
1.59983E+15,2,-0.12207,-0.36622,-0.30519
1.59983E+15,1,0.20264,-0.38429,-0.89554
1.59983E+15,2,0,-0.12207,-0.18311
1.59983E+15,1,0.20264,-0.38429,-0.89505
1.59983E+15,2,-0.18311,-0.42726,-0.30519
1.59983E+15,1,0.20264,-0.3838,-0.89602
1.59983E+15,2,0,-0.30519,-0.18311
1.59983E+15,1,0.20313,-0.38429,-0.89651
1.59983E+15,2,0,-0.30519,-0.18311
1.59983E+15,1,0.20264,-0.38331,-0.89554
1.59983E+15,2,-0.12207,-0.54933,-0.24415
1.59983E+15,1,0.20215,-0.38282,-0.89554
1.59983E+15,2,-0.12207,-0.4883,-0.18311
1.59983E+15,1,0.20069,-0.38234,-0.89456
1.59983E+15,2,-0.12207,-0.4883,-0.18311
1.59983E+15,1,0.19971,-0.38331,-0.89505
1.59983E+15,2,0.12207,-0.24415,-0.12207
1.59983E+15,1,0.20069,-0.38282,-0.89456
1.59983E+15,2,-0.42726,-0.91556,-0.36622
1.59983E+15,1,0.2002,-0.38429,-0.89554
1.59983E+15,2,0.06104,-0.24415,-0.18311
1.59983E+15,1,0.18165,-0.39405,-0.92923
1.59983E+15,2,-0.73244,-1.46489,0
1.59983E+15,1,0.12012,-0.44288,-1.09183
1.59983E+15,2,-3.60118,-11.90222,4.33363
1.59983E+15,1,0.1753,-0.48048,-1.18802
1.59983E+15,2,-8.60622,-35.34043,12.39051
1.59983E+15,1,0.07178,-0.53517,-1.38481
1.59983E+15,2,-18.73836,-63.66161,21.66814
1.59983E+15,1,0.15381,-0.45656,-1.30522
1.59983E+15,2,-21.72918,-94.42427,32.95999
1.59983E+15,1,0.13184,-0.45265,-1.15873
1.59983E+15,2,-25.3914,-119.08322,42.5428
1.59983E+15,1,0.04688,-0.46583,-1.09867
1.59983E+15,2,-32.89895,-132.75552,49.43999
1.59983E+15,1,0.1709,-0.41798,-0.98392
1.59983E+15,2,-38.27021,-141.91107,54.32295
1.59983E+15,1,0.15918,-0.35304,-1.02884
1.59983E+15,2,-35.09629,-155.82751,54.87228
