\,Sensor id,Value 0,Value 1,Value 2  
1.59982E+15,2,-22.94992,-95.64501,35.76769
1.59982E+15,1,0.15821,-0.4048,-0.98148
1.59982E+15,2,-24.59792,-100.10071,36.68325
1.59982E+15,1,0.06836,-0.36866,-0.96829
1.59982E+15,2,-24.2317,-101.68767,37.11051
1.59982E+15,1,0.05469,-0.37696,-0.85598
1.59982E+15,2,-25.08621,-97.41508,36.01184
1.59982E+15,1,0.08789,-0.36329,-0.83499
1.59982E+15,2,-22.64473,-92.65419,35.82873
1.59982E+15,3,-5.73,-16.7,46.48
1.59982E+15,1,0.08594,-0.35255,-0.88968
1.59982E+15,2,-21.42399,-89.29716,34.48592
1.59982E+15,1,0.05371,-0.34864,-0.91946
1.59982E+15,2,-19.2877,-88.44264,33.26518
1.59982E+15,1,-0.00928,-0.36378,-0.89944
1.59982E+15,2,-17.70074,-86.12323,31.31199
1.59982E+15,1,-0.08057,-0.36232,-0.91311
1.59982E+15,2,-17.33451,-83.68175,30.21332
1.59982E+15,1,-0.12696,-0.36915,-0.97806
1.59982E+15,2,-17.33451,-80.20264,29.1757
1.59982E+15,1,-0.1377,-0.37696,-1.02689
1.59982E+15,2,-17.82281,-79.40916,28.56532
1.59982E+15,1,-0.1128,-0.37892,-1.02054
1.59982E+15,2,-18.18903,-81.48442,28.74844
1.59982E+15,1,-0.0708,-0.35206,-0.9346
1.59982E+15,2,-19.34874,-83.07138,28.93155
1.59982E+15,1,-0.09912,-0.34327,-0.87405
1.59982E+15,2,-19.65392,-84.04798,29.48088
1.59982E+15,1,-0.09864,-0.33155,-0.84622
1.59982E+15,2,-19.53185,-80.44679,28.87051
1.59982E+15,3,-18.15,-16.89,41.16
1.59982E+15,1,-0.07813,-0.32521,-0.86819
1.59982E+15,2,-18.7994,-77.88324,27.95495
1.59982E+15,1,-0.04199,-0.31788,-0.90286
1.59982E+15,2,-18.31111,-80.87405,28.80947
1.59982E+15,1,-0.06055,-0.31593,-0.90188
1.59982E+15,2,-17.82281,-81.17924,29.1757
1.59982E+15,1,-0.10254,-0.30372,-0.90481
1.59982E+15,2,-17.1514,-83.25449,30.70162
1.59982E+15,1,-0.14014,-0.30616,-0.90823
1.59982E+15,2,-17.76177,-84.4142,30.27436
1.59982E+15,1,-0.21339,-0.31739,-1.00052
1.59982E+15,2,-17.33451,-81.78961,29.54192
1.59982E+15,1,-0.2002,-0.31104,-1.01419
1.59982E+15,2,-17.76177,-84.59731,30.03021
1.59982E+15,1,-0.23096,-0.31642,-0.97806
1.59982E+15,2,-17.51762,-84.17005,29.78607
1.59982E+15,1,-0.27247,-0.31397,-0.9512
1.59982E+15,2,-18.06696,-84.71938,30.39644
1.59982E+15,1,-0.24415,-0.28907,-0.86917
1.59982E+15,2,-18.12799,-82.58309,29.78607
1.59982E+15,3,-25.21,-15.48,41.07
1.59982E+15,1,-0.27149,-0.29054,-0.92825
1.59982E+15,2,-16.90725,-79.34812,28.50429
1.59982E+15,1,-0.25587,-0.29981,-0.91995
1.59982E+15,2,-17.70074,-77.8222,28.07703
1.59982E+15,1,-0.26026,-0.29249,-0.88919
1.59982E+15,2,-17.33451,-77.39494,28.1991
1.59982E+15,1,-0.29054,-0.28126,-0.87649
1.59982E+15,2,-18.06696,-79.53124,28.44325
1.59982E+15,1,-0.30909,-0.27979,-0.83694
1.59982E+15,2,-18.67733,-81.36235,28.44325
1.59982E+15,1,-0.27296,-0.26856,-0.88821
1.59982E+15,2,-18.61629,-82.88827,28.32118
1.59982E+15,1,-0.30372,-0.28468,-0.89749
1.59982E+15,2,-19.53185,-84.17005,27.95495
1.59982E+15,1,-0.32814,-0.27686,-0.88089
1.59982E+15,2,-18.06696,-84.4142,29.66399
1.59982E+15,1,-0.36964,-0.25977,-0.85159
1.59982E+15,2,-18.06696,-83.62072,29.54192
1.59982E+15,1,-0.43214,-0.25001,-0.87259
1.59982E+15,2,-18.25007,-79.65331,28.44325
1.59982E+15,1,-0.40284,-0.24415,-0.90677
1.59982E+15,2,-18.49422,-77.51701,26.85629
1.59982E+15,3,-30.25,-14.7,40.92
1.59982E+15,1,-0.37794,-0.23243,-0.87112
1.59982E+15,2,-16.90725,-73.91583,26.24592
1.59982E+15,1,-0.39503,-0.21143,-0.85305
1.59982E+15,2,-15.62548,-74.46516,27.46666
1.59982E+15,1,-0.38624,-0.21778,-0.80911
1.59982E+15,2,-15.9917,-77.51701,28.32118
1.59982E+15,1,-0.45167,-0.24024,-0.85989
1.59982E+15,2,-17.21244,-77.51701,27.64977
1.59982E+15,1,-0.46242,-0.25636,-0.90432
1.59982E+15,2,-18.61629,-79.77538,27.89392
1.59982E+15,1,-0.44679,-0.23585,-0.8428
1.59982E+15,2,-18.31111,-81.1182,28.80947
1.59982E+15,1,-0.47658,-0.22852,-0.84866
1.59982E+15,2,-18.98251,-82.33894,28.93155
1.59982E+15,1,-0.53566,-0.22657,-0.85794
1.59982E+15,2,-19.40977,-82.03375,29.05362
1.59982E+15,1,-0.4883,-0.20948,-0.83303
1.59982E+15,2,-19.77599,-78.79879,27.64977
1.59982E+15,1,-0.50002,-0.19092,-0.81594
1.59982E+15,2,-18.25007,-76.60146,27.0394
1.59982E+15,3,-36.39,-13,42.17
1.59982E+15,1,-0.51271,-0.17042,-0.77346
1.59982E+15,2,-16.41896,-77.21183,27.95495
1.59982E+15,1,-0.5049,-0.17627,-0.77834
1.59982E+15,2,-16.35792,-78.92087,28.13807
1.59982E+15,1,-0.54982,-0.20362,-0.83401
1.59982E+15,2,-17.39555,-80.38575,28.44325
1.59982E+15,1,-0.59377,-0.20704,-0.87161
1.59982E+15,2,-19.04355,-83.01035,28.32118
1.59982E+15,1,-0.54396,-0.18018,-0.8218
1.59982E+15,2,-19.53185,-85.75701,28.74844
1.59982E+15,1,-0.57521,-0.16407,-0.7466
1.59982E+15,2,-19.04355,-84.29212,28.99258
1.59982E+15,1,-0.59035,-0.16651,-0.7593
1.59982E+15,2,-18.49422,-85.32975,29.54192
1.59982E+15,1,-0.60549,-0.1753,-0.77248
1.59982E+15,2,-18.98251,-83.01035,28.74844
1.59982E+15,1,-0.68606,-0.16895,-0.80178
1.59982E+15,2,-18.98251,-79.65331,27.64977
1.59982E+15,1,-0.64162,-0.13575,-0.74221
1.59982E+15,2,-18.06696,-80.01953,28.13807
1.59982E+15,3,-43.8,-11.19,44
1.59982E+15,1,-0.62795,-0.10987,-0.66115
1.59982E+15,2,-17.45659,-80.08057,27.71081
1.59982E+15,1,-0.65627,-0.1167,-0.65529
1.59982E+15,2,-16.35792,-77.94427,27.5277
1.59982E+15,1,-0.65969,-0.12696,-0.69631
1.59982E+15,2,-16.66311,-77.57805,27.28355
1.59982E+15,1,-0.6924,-0.13233,-0.74075
1.59982E+15,2,-17.27348,-79.71435,27.10044
1.59982E+15,1,-0.68947,-0.13575,-0.74319
1.59982E+15,2,-17.6397,-84.04798,28.26014
1.59982E+15,1,-0.66115,-0.12256,-0.69192
1.59982E+15,2,-18.25007,-85.02457,28.87051
1.59982E+15,1,-0.68361,-0.11231,-0.69289
1.59982E+15,2,-18.31111,-83.49864,28.50429
1.59982E+15,1,-0.71633,-0.10205,-0.67873
1.59982E+15,2,-18.37214,-79.83642,27.0394
1.59982E+15,1,-0.73879,-0.08741,-0.65871
1.59982E+15,2,-16.66311,-75.38072,25.8797
1.59982E+15,1,-0.75002,-0.08155,-0.65139
1.59982E+15,2,-17.09037,-77.8222,26.61214
1.59982E+15,3,-48.65,-9.37,46.83
1.59982E+15,1,-0.74563,-0.07373,-0.626
1.59982E+15,2,-17.51762,-80.08057,26.79525
1.59982E+15,1,-0.7427,-0.08545,-0.64504
1.59982E+15,2,-16.90725,-80.56887,27.0394
1.59982E+15,1,-0.79739,-0.09375,-0.62941
1.59982E+15,2,-17.6397,-80.81301,27.83288
1.59982E+15,1,-0.76809,-0.08545,-0.60793
1.59982E+15,2,-16.96829,-82.03375,29.05362
1.59982E+15,1,-0.74953,-0.07373,-0.61672
1.59982E+15,2,-18.67733,-85.39079,30.21332
1.59982E+15,1,-0.77248,-0.06934,-0.62795
1.59982E+15,2,-19.10459,-87.46605,30.76266
1.59982E+15,1,-0.75686,-0.08057,-0.60695
1.59982E+15,2,-19.16562,-87.52709,30.64058
1.59982E+15,1,-0.8262,-0.06153,-0.54836
1.59982E+15,2,-18.43318,-82.09479,29.05362
1.59982E+15,1,-0.83547,-0.04639,-0.53713
1.59982E+15,2,-18.37214,-81.17924,28.6874
1.59982E+15,1,-0.82473,-0.0166,-0.48
1.59982E+15,2,-18.43318,-80.08057,28.56532
1.59982E+15,3,-53.27,-7.01,50.48
1.59982E+15,1,-0.84133,-0.00439,-0.52345
1.59982E+15,2,-17.1514,-78.85983,28.62636
1.59982E+15,1,-0.81692,-0.01709,-0.55226
1.59982E+15,2,-17.1514,-81.48442,28.74844
1.59982E+15,1,-0.8843,-0.0249,-0.54054
1.59982E+15,2,-17.45659,-82.09479,28.62636
1.59982E+15,1,-0.89798,-0.01758,-0.52589
1.59982E+15,2,-18.92148,-83.68175,29.1757
1.59982E+15,1,-0.88089,0.01221,-0.43556
1.59982E+15,2,-18.49422,-86.91671,30.15229
1.59982E+15,1,-0.85061,0.01953,-0.42238
1.59982E+15,2,-17.88385,-88.07642,30.76266
1.59982E+15,1,-0.81741,0,-0.43263
1.59982E+15,2,-18.18903,-86.85568,30.21332
1.59982E+15,1,-0.85794,-0.00977,-0.44386
1.59982E+15,2,-18.06696,-83.55968,29.54192
1.59982E+15,1,-0.87844,0.00635,-0.46437
1.59982E+15,2,-18.37214,-83.31553,29.05362
1.59982E+15,1,-0.91263,0.01758,-0.36964
1.59982E+15,2,-17.94488,-80.69094,28.87051
1.59982E+15,3,-58.29,-4.92,55.26
1.59982E+15,1,-0.86331,0.03711,-0.40382
1.59982E+15,2,-17.27348,-81.66753,29.35881
1.59982E+15,1,-0.84915,0.01807,-0.41115
1.59982E+15,2,-18.73836,-83.19346,29.11466
1.59982E+15,1,-0.88479,0.01074,-0.44288
1.59982E+15,2,-17.88385,-83.01035,29.54192
1.59982E+15,1,-0.91604,0.02686,-0.44337
1.59982E+15,2,-19.22666,-86.12323,30.27436
1.59982E+15,1,-0.97122,0.06934,-0.34034
1.59982E+15,2,-18.98251,-86.67257,30.70162
1.59982E+15,1,-0.95169,0.08399,-0.29591
1.59982E+15,2,-19.59288,-87.16086,30.82369
1.59982E+15,1,-0.92044,0.0791,-0.25538
1.59982E+15,2,-19.40977,-87.83227,30.57955
1.59982E+15,1,-0.91311,0.07764,-0.29054
1.59982E+15,2,-18.18903,-86.67257,30.51851
1.59982E+15,1,-0.91849,0.12354,-0.09717
1.59982E+15,2,-13.91644,-65.55376,23.2551
1.59982E+15,1,-0.88528,0.17872,-0.00049
1.59982E+15,2,-7.62963,-42.60384,14.03851
1.59982E+15,3,-62.19,-2.69,59.5
1.59982E+15,1,-0.876,0.18751,0.07129
1.59982E+15,2,-3.7843,-19.89807,5.92059
1.59982E+15,1,-0.92874,0.17432,0.02734
1.59982E+15,2,1.40385,5.18815,-1.89215
1.59982E+15,1,-0.92776,0.13916,-0.14991
1.59982E+15,2,5.55437,24.04859,-8.48415
1.59982E+15,1,-0.94241,0.13184,-0.11328
1.59982E+15,2,8.48415,40.95584,-13.91644
1.59982E+15,1,-0.9097,0.14942,-0.0918
1.59982E+15,2,11.23081,55.42161,-19.53185
1.59982E+15,1,-0.87942,0.12452,-0.04736
1.59982E+15,2,14.3437,70.55879,-23.37718
1.59982E+15,1,-0.90384,0.1211,-0.06104
1.59982E+15,2,18.00592,87.77123,-27.40562
1.59982E+15,1,-0.89065,0.11573,-0.23243
1.59982E+15,2,21.85125,102.96945,-34.97421
1.59982E+15,1,-0.92044,0.04541,-0.36085
1.59982E+15,2,21.79022,105.71612,-37.04947
1.59982E+15,1,-0.93216,0.01221,-0.4048
1.59982E+15,2,21.54607,104.3733,-35.46251
1.59982E+15,1,-0.91165,0.00195,-0.49855
1.59982E+15,2,20.02014,99.67345,-34.05866
1.59982E+15,3,-67.52,-2.34,63.53
1.59982E+15,1,-0.89114,-0.00879,-0.48097
1.59982E+15,2,17.33451,93.63079,-32.04443
1.59982E+15,1,-0.85549,0.00928,-0.48781
1.59982E+15,2,16.60207,90.82308,-30.64058
1.59982E+15,1,-0.86233,0.02539,-0.46583
1.59982E+15,2,17.51762,93.87494,-32.59377
1.59982E+15,1,-0.83743,0.03076,-0.45167
1.59982E+15,2,18.61629,92.10486,-32.71584
1.59982E+15,1,-0.87259,0.02246,-0.45216
1.59982E+15,2,19.89807,91.12827,-32.04443
1.59982E+15,1,-0.86673,0.0083,-0.47414
1.59982E+15,2,21.42399,87.40501,-30.76266
1.59982E+15,1,-0.85989,-0.01172,-0.52834
1.59982E+15,2,20.20325,83.49864,-29.8471
1.59982E+15,1,-0.82083,-0.05176,-0.59572
1.59982E+15,2,18.06696,82.58309,-30.82369
1.59982E+15,1,-0.81692,-0.05908,-0.66359
1.59982E+15,2,16.66311,82.2779,-31.06784
1.59982E+15,1,-0.83547,-0.02686,-0.6133
1.59982E+15,2,16.72414,81.1182,-30.15229
1.59982E+15,3,-60.12,-2.47,59.46
1.59982E+15,1,-0.83792,-0.00195,-0.58596
1.59982E+15,2,18.61629,78.73775,-28.01599
1.59982E+15,1,-0.85647,-0.01563,-0.5215
1.59982E+15,2,18.61629,75.19761,-27.0394
1.59982E+15,1,-0.81741,-0.03809,-0.51125
1.59982E+15,2,18.92148,77.21183,-28.1991
1.59982E+15,1,-0.79836,-0.06494,-0.58156
1.59982E+15,2,18.92148,80.08057,-30.27436
1.59982E+15,1,-0.79153,-0.05957,-0.55226
1.59982E+15,2,19.59288,83.98694,-31.12888
1.59982E+15,1,-0.772,-0.04151,-0.53273
1.59982E+15,2,20.69155,85.45183,-31.4951
1.59982E+15,1,-0.80325,-0.05078,-0.54738
1.59982E+15,2,20.08118,79.77538,-29.48088
1.59982E+15,1,-0.77102,-0.08692,-0.58205
1.59982E+15,2,17.76177,76.96768,-28.38221
1.59982E+15,1,-0.76711,-0.1211,-0.64504
1.59982E+15,2,16.41896,77.76116,-28.50429
1.59982E+15,1,-0.78127,-0.10596,-0.62209
1.59982E+15,2,15.9917,79.77538,-28.6874
1.59982E+15,3,-57.91,-4.64,54.06
1.59982E+15,1,-0.73733,-0.07666,-0.58937
1.59982E+15,2,17.33451,80.56887,-29.11466
1.59982E+15,1,-0.73342,-0.07178,-0.56105
1.59982E+15,2,18.12799,80.99612,-28.62636
1.59982E+15,1,-0.73537,-0.10254,-0.64357
1.59982E+15,2,16.66311,80.93509,-28.38221
1.59982E+15,1,-0.71975,-0.12305,-0.69826
1.59982E+15,2,15.44237,83.98694,-29.11466
1.59982E+15,1,-0.71047,-0.10157,-0.68508
1.59982E+15,2,17.33451,87.52709,-29.78607
1.59982E+15,1,-0.69338,-0.08985,-0.67483
1.59982E+15,2,19.10459,86.30634,-29.66399
1.59982E+15,1,-0.67531,-0.10791,-0.65334
1.59982E+15,2,19.77599,84.29212,-29.05362
1.59982E+15,1,-0.66945,-0.13819,-0.73244
1.59982E+15,2,19.10459,81.97272,-28.1991
1.59982E+15,1,-0.63967,-0.16407,-0.80471
1.59982E+15,2,16.35792,76.90664,-27.40562
1.59982E+15,1,-0.62258,-0.1543,-0.80715
1.59982E+15,2,14.832,75.07553,-27.5277
1.59982E+15,3,-53.09,-7.43,51.03
1.59982E+15,1,-0.63478,-0.14405,-0.77541
1.59982E+15,2,15.80859,75.38072,-28.01599
1.59982E+15,1,-0.60939,-0.13965,-0.74319
1.59982E+15,2,17.57866,76.6625,-27.95495
1.59982E+15,1,-0.59865,-0.1504,-0.76809
1.59982E+15,2,17.57866,80.87405,-29.48088
1.59982E+15,1,-0.61232,-0.15625,-0.80227
1.59982E+15,2,17.21244,83.80383,-30.76266
1.59982E+15,1,-0.60353,-0.14502,-0.81936
1.59982E+15,2,18.00592,82.58309,-30.27436
1.59982E+15,1,-0.55812,-0.13721,-0.77834
1.59982E+15,2,19.40977,78.55464,-28.87051
1.59982E+15,1,-0.59328,-0.15723,-0.76907
1.59982E+15,2,19.83703,76.6625,-27.95495
1.59982E+15,1,-0.53908,-0.17627,-0.7842
1.59982E+15,2,18.86044,74.34309,-27.64977
1.59982E+15,1,-0.54299,-0.18653,-0.76418
1.59982E+15,2,17.57866,77.02872,-28.93155
1.59982E+15,1,-0.57326,-0.18506,-0.80032
1.59982E+15,2,18.7994,78.3105,-28.6874
1.59982E+15,3,-48.72,-9.61,47.17
1.59982E+15,1,-0.49025,-0.19288,-0.76125
1.59982E+15,2,18.12799,75.44176,-28.1991
1.59982E+15,1,-0.53957,-0.21534,-0.772
1.59982E+15,2,18.7994,78.92087,-28.93155
1.59982E+15,1,-0.5381,-0.22169,-0.81692
1.59982E+15,2,16.48,81.60649,-30.64058
1.59982E+15,1,-0.4966,-0.21583,-0.79885
1.59982E+15,2,17.27348,86.0622,-31.80029
1.59982E+15,1,-0.48976,-0.19044,-0.83499
1.59982E+15,2,18.86044,90.09064,-32.83792
1.59982E+15,1,-0.44533,-0.19776,-0.82229
1.59982E+15,2,19.89807,86.12323,-31.12888
1.59982E+15,1,-0.42775,-0.23048,-0.85794
1.59982E+15,2,19.95911,82.2779,-29.48088
1.59982E+15,1,-0.44093,-0.26954,-0.918
1.59982E+15,2,17.6397,78.12738,-28.32118
1.59982E+15,1,-0.42091,-0.25929,-0.87112
1.59982E+15,2,16.05274,77.21183,-28.1991
1.59982E+15,1,-0.36232,-0.23438,-0.82864
1.59982E+15,2,17.21244,76.05213,-27.95495
1.59982E+15,3,-43.31,-11.47,44.33
1.59982E+15,1,-0.36525,-0.23975,-0.80715
1.59982E+15,2,17.02933,76.54042,-28.80947
1.59982E+15,1,-0.36915,-0.27393,-0.86868
1.59982E+15,2,18.00592,77.76116,-28.1991
1.59982E+15,1,-0.3423,-0.28272,-0.93362
1.59982E+15,2,16.84622,79.34812,-29.78607
1.59982E+15,1,-0.39991,-0.28468,-0.97659
1.59982E+15,2,16.23585,81.72857,-30.39644
1.59982E+15,1,-0.34376,-0.25977,-0.93606
1.59982E+15,2,17.39555,80.81301,-29.41984
1.59982E+15,1,-0.2837,-0.25733,-0.84817
1.59982E+15,2,17.82281,79.83642,-29.35881
1.59982E+15,1,-0.26124,-0.26856,-0.87405
1.59982E+15,2,17.76177,79.22605,-29.29777
1.59982E+15,1,-0.2505,-0.28809,-0.897
1.59982E+15,2,16.78518,75.62487,-28.07703
1.59982E+15,1,-0.25636,-0.28565,-0.91311
1.59982E+15,2,17.21244,74.95346,-27.89392
1.59982E+15,1,-0.31153,-0.28761,-0.96341
1.59982E+15,2,17.45659,73.54961,-27.89392
1.59982E+15,3,-36.46,-12.74,41.24
1.59982E+15,1,-0.30811,-0.29054,-0.90384
1.59982E+15,2,16.66311,73.24442,-28.32118
1.59982E+15,1,-0.30909,-0.30519,-0.91897
1.59982E+15,2,17.1514,76.90664,-29.35881
1.59982E+15,1,-0.28858,-0.29981,-0.91556
1.59982E+15,2,16.66311,81.05716,-30.27436
1.59982E+15,1,-0.24024,-0.28614,-0.8804
1.59982E+15,2,17.70074,84.4142,-31.06784
1.59982E+15,1,-0.17676,-0.29347,-0.89065
1.59982E+15,2,18.25007,83.07138,-30.27436
1.59982E+15,1,-0.15674,-0.3047,-0.89407
1.59982E+15,2,17.27348,81.97272,-30.03021
1.59982E+15,1,-0.14161,-0.30421,-0.92825
1.59982E+15,2,17.45659,79.77538,-29.41984
1.59982E+15,1,-0.12452,-0.29249,-0.90725
1.59982E+15,2,18.31111,78.3105,-29.1757
1.59982E+15,1,-0.15625,-0.29884,-0.90384
1.59982E+15,2,19.53185,78.92087,-28.74844
1.59982E+15,1,-0.14307,-0.32032,-0.90823
1.59982E+15,2,18.7994,75.93005,-28.80947
1.59982E+15,1,-0.16114,-0.35304,-0.94778
1.59982E+15,2,17.6397,80.01953,-30.45747
1.59982E+15,3,-30.36,-14.63,41.15
1.59982E+15,1,-0.14942,-0.35987,-1.00101
1.59982E+15,2,17.27348,81.24027,-30.15229
1.59982E+15,1,-0.10108,-0.33888,-0.94974
1.59982E+15,2,18.25007,84.04798,-31.43406
1.59982E+15,1,-0.0625,-0.33009,-0.9136
1.59982E+15,2,19.2877,87.09983,-32.10547
1.59982E+15,1,-0.02783,-0.33399,-0.87698
1.59982E+15,2,19.95911,86.55049,-31.86132
1.59982E+15,1,-0.03711,-0.35206,-0.95999
1.59982E+15,2,18.67733,87.40501,-32.34962
1.59982E+15,1,0.021,-0.36476,-0.99173
1.59982E+15,2,19.04355,85.02457,-30.94577
1.59982E+15,1,0.08692,-0.36622,-0.93851
1.59982E+15,2,21.11881,80.20264,-28.87051
1.59982E+15,1,0.07227,-0.3628,-0.89309
1.59982E+15,2,20.75259,78.18842,-28.62636
1.59982E+15,1,0.07569,-0.35841,-0.81008
1.59982E+15,2,19.04355,76.35731,-29.29777
1.59982E+15,1,0.06641,-0.35694,-0.80667
1.59982E+15,2,19.40977,78.85983,-30.15229
1.59982E+15,3,-23.62,-15.82,40.35
1.59982E+15,1,0.06397,-0.36915,-0.88186
1.59982E+15,2,18.31111,81.78961,-30.57955
1.59982E+15,1,0.0669,-0.36134,-0.98294
1.59982E+15,2,18.98251,83.74279,-30.64058
1.59982E+15,1,-0.00098,-0.40773,-1.0474
1.59982E+15,2,18.37214,84.96353,-30.94577
1.59982E+15,1,0.0459,-0.37648,-0.96976
1.59982E+15,2,18.73836,83.55968,-30.57955
1.59982E+15,1,0.05664,-0.38429,-0.92581
1.59982E+15,2,17.76177,81.91168,-30.21332
1.59982E+15,1,0.06787,-0.38575,-0.93265
1.59982E+15,2,16.78518,80.6299,-30.03021
1.59982E+15,1,0.0835,-0.39601,-0.97464
1.59982E+15,2,17.76177,82.09479,-29.96918
1.59982E+15,1,0.0918,-0.3965,-1.00443
1.59982E+15,2,17.33451,81.85064,-29.54192
1.59982E+15,1,-0.00586,-0.45802,-1.12894
1.59982E+15,2,14.77096,74.70931,-26.73421
1.59982E+15,1,0.22413,-0.45216,-1.10843
1.59982E+15,2,10.01007,50.17243,-18.61629
1.59982E+15,3,-17.74,-16.55,42.19
1.59982E+15,1,0.23731,-0.48732,-1.14212
1.59982E+15,2,5.37126,24.65896,-9.94903
1.59982E+15,1,0.15772,-0.49025,-1.19633
1.59982E+15,2,-0.73244,-1.1597,-0.36622
1.59982E+15,1,0.06787,-0.46632,-1.16361
1.59982E+15,2,-6.04266,-23.56029,6.71407
1.59982E+15,1,0.06348,-0.44337,-1.15384
1.59982E+15,2,-9.82696,-37.72088,12.39051
1.59982E+15,1,0.15625,-0.43068,-1.09671
1.59982E+15,2,-11.84118,-50.59969,18.37214
1.59982E+15,1,0.23145,-0.44337,-1.04007
1.59982E+15,2,-15.86962,-66.89657,24.96414
1.59982E+15,1,0.13868,-0.46144,-1.08402
1.59982E+15,2,-21.05777,-87.28294,31.86132
1.59982E+15,1,0.10205,-0.4341,-1.11185
1.59982E+15,2,-25.8797,-104.31227,37.17154
1.59982E+15,1,0.04395,-0.41652,-1.06742
1.59982E+15,2,-26.49007,-112.67434,40.8948
1.59982E+15,1,0.17725,-0.33155,-0.85794
1.59982E+15,2,-25.3914,-112.67434,41.13895
1.59982E+15,3,-5.51,-16.41,43.34
1.59982E+15,1,0.11573,-0.32667,-0.77248
1.59982E+15,2,-21.91229,-103.82397,38.88058
1.59982E+15,1,0.08643,-0.31349,-0.80276
1.59982E+15,2,-20.9357,-94.60738,36.68325
1.59982E+15,1,0.01709,-0.34132,-0.87454
1.59982E+15,2,-19.53185,-87.09983,33.57036
1.59982E+15,1,-0.00146,-0.36964,-0.94436
1.59982E+15,2,-20.08118,-82.2779,31.12888
1.59982E+15,1,-0.02881,-0.36476,-0.98099
1.59982E+15,2,-19.10459,-79.83642,30.15229
1.59982E+15,1,0.01172,-0.33448,-0.91263
1.59982E+15,2,-18.12799,-78.37153,29.48088
1.59982E+15,1,0.02539,-0.32374,-0.83694
1.59982E+15,2,-18.25007,-78.73775,28.26014
1.59982E+15,1,-0.00439,-0.32179,-0.85549
1.59982E+15,2,-18.31111,-80.26368,28.62636
1.59982E+15,1,-0.01367,-0.32667,-0.90774
1.59982E+15,2,-18.98251,-85.20768,29.8471
1.59982E+15,1,-0.07276,-0.34181,-0.96878
1.59982E+15,2,-18.31111,-84.59731,29.41984
1.59982E+15,3,-17.85,-17.31,41.76
1.59982E+15,1,-0.08106,-0.33155,-0.92727
1.59982E+15,2,-17.82281,-84.59731,29.78607
