Timestamp(us),Sensor id,Value 0,Value 1,Value 2  
1.59982E+15,1,0.2002,-0.38917,-0.89212
1.59982E+15,2,-0.06104,-0.30519,-0.18311
1.59982E+15,1,0.20118,-0.38868,-0.89309
1.59982E+15,2,0,-0.24415,-0.24415
1.59982E+15,1,0.20118,-0.39064,-0.89261
1.59982E+15,2,-0.12207,-0.4883,-0.24415
1.59982E+15,1,0.20215,-0.38868,-0.89358
1.59982E+15,2,-0.06104,-0.30519,-0.18311
1.59982E+15,1,0.20167,-0.39015,-0.89358
1.59982E+15,2,0.12207,-0.12207,-0.12207
1.59982E+15,1,0.20069,-0.39064,-0.89456
1.59982E+15,2,0,-0.42726,-0.18311
1.59982E+15,1,0.20118,-0.39015,-0.89407
1.59982E+15,2,0,-0.42726,-0.18311
1.59982E+15,1,0.2002,-0.38917,-0.89163
1.59982E+15,2,-0.06104,-0.4883,-0.24415
1.59982E+15,1,0.20069,-0.38966,-0.89212
1.59982E+15,2,0.18311,0,-0.12207
1.59982E+15,3,-12.37,-17.71,45.9
1.59982E+15,1,0.2002,-0.39015,-0.89016
1.59982E+15,2,0,-0.30519,-0.18311
1.59982E+15,1,0.20069,-0.38966,-0.89261
1.59982E+15,2,-0.24415,-0.54933,-0.24415
1.59982E+15,1,0.2002,-0.39015,-0.89358
1.59982E+15,2,-0.12207,-0.36622,-0.24415
1.59982E+15,1,0.2002,-0.38966,-0.89261
1.59982E+15,2,-0.12207,-0.36622,-0.30519
1.59982E+15,1,0.20069,-0.39015,-0.89261
1.59982E+15,2,0.06104,-0.12207,-0.12207
1.59982E+15,1,0.20167,-0.39015,-0.89407
1.59982E+15,2,-0.12207,-0.36622,-0.24415
1.59982E+15,1,0.20167,-0.39015,-0.89407
1.59982E+15,2,-0.06104,-0.36622,-0.24415
1.59982E+15,1,0.20167,-0.39064,-0.89358
1.59982E+15,2,-0.06104,-0.42726,-0.18311
1.59982E+15,1,0.20069,-0.39064,-0.89309
1.59982E+15,2,-0.12207,-0.4883,-0.24415
1.59982E+15,1,0.20118,-0.39064,-0.89212
1.59982E+15,2,-0.24415,-0.67141,-0.24415
1.59982E+15,3,-12.32,-17.74,45.83
1.59982E+15,1,0.20167,-0.38917,-0.89309
1.59982E+15,2,0,-0.36622,-0.18311
1.59982E+15,1,0.20118,-0.39015,-0.89163
1.59982E+15,2,0.06104,-0.30519,-0.12207
1.59982E+15,1,0.19532,-0.39308,-0.89846
1.59982E+15,2,-0.12207,-0.4883,-0.12207
1.59982E+15,1,0.17188,-0.40724,-0.95315
1.59982E+15,2,-1.03763,-3.41807,0.85452
1.59982E+15,1,0.13428,-0.44484,-1.0889
1.59982E+15,2,-4.39467,-14.77096,5.12711
1.59982E+15,1,0.19971,-0.47023,-1.11722
1.59982E+15,2,-8.60622,-33.87555,12.14637
1.59982E+15,1,0.13819,-0.48244,-1.18216
1.59982E+15,2,-13.184,-53.65154,18.61629
