Timestamp(us),Sensor id,Value 0,Value 1,Value 2  
1.59982E+15,1,0.17627,0.21192,-0.95462
1.59982E+15,2,-0.67141,-0.42726,-0.06104
1.59982E+15,1,0.17481,0.21192,-0.95755
1.59982E+15,2,-0.61037,-0.42726,-0.06104
1.59982E+15,1,0.17676,0.21046,-0.95608
1.59982E+15,2,-0.67141,-0.36622,-0.06104
1.59982E+15,1,0.17579,0.21192,-0.95706
1.59982E+15,2,-0.67141,-0.4883,0
1.59982E+15,1,0.17676,0.21241,-0.95755
1.59982E+15,2,-0.61037,-0.4883,0
1.59982E+15,1,0.17579,0.21339,-0.95804
1.59982E+15,2,-0.67141,-0.30519,0
1.59982E+15,1,0.17579,0.21241,-0.95706
1.59982E+15,2,-0.61037,-0.4883,-0.06104
1.59982E+15,1,0.17627,0.21143,-0.95755
1.59982E+15,2,-0.61037,-0.36622,-0.06104
1.59982E+15,1,0.17579,0.2129,-0.95657
1.59982E+15,2,-0.54933,-0.42726,-0.06104
1.59982E+15,1,0.1753,0.21046,-0.95706
1.59982E+15,2,-0.61037,-0.36622,-0.06104
1.59982E+15,1,0.1753,0.21094,-0.95706
1.59982E+15,2,-0.67141,-0.30519,-0.06104
1.59982E+15,1,0.17579,0.21046,-0.95608
1.59982E+15,2,-0.54933,-0.42726,-0.06104
1.59982E+15,1,0.17627,0.21046,-0.95706
1.59982E+15,2,-0.67141,-0.36622,0
1.59982E+15,1,0.17627,0.21192,-0.95706
1.59982E+15,2,-0.67141,-0.42726,-0.06104
1.59982E+15,1,0.17579,0.21143,-0.95853
1.59982E+15,2,-0.67141,-0.30519,0
1.59982E+15,1,0.17481,0.20167,-0.98099
1.59982E+15,2,0.30519,-0.85452,0.06104
1.59982E+15,1,0.16895,0.16993,-1.08841
1.59982E+15,2,7.81274,-4.21155,0.54933
1.59982E+15,1,0.1919,0.18653,-1.20267
1.59982E+15,2,25.20829,-11.10874,1.95318
1.59982E+15,1,0.18165,0.17188,-1.24613
1.59982E+15,2,42.66488,-17.94488,2.74667
1.59982E+15,1,0.18848,0.23194,-1.1558
1.59982E+15,2,61.58635,-25.57451,3.41807
1.59982E+15,1,0.17335,0.1626,-1.04007
1.59982E+15,2,73.79376,-29.96918,4.69985
1.59982E+15,1,0.13819,0.12842,-1.01224
1.59982E+15,2,81.05716,-32.89895,5.67644
1.59982E+15,1,0.17969,0.167,-1.03275
1.59982E+15,2,88.99197,-36.25599,7.08029
1.59982E+15,1,0.17432,0.21876,-1.05716
1.59982E+15,2,96.43849,-38.69747,7.62963
1.59982E+15,1,0.16797,0.16456,-1.03568
1.59982E+15,2,100.16175,-41.19999,7.44652
1.59982E+15,1,0.1211,0.09912,-0.98587
1.59982E+15,2,102.17597,-40.77273,7.69066
1.59982E+15,1,0.1543,0.07031,-0.92141
1.59982E+15,2,97.23197,-42.48177,7.50755
1.59982E+15,1,0.1333,0.10303,-0.91018
1.59982E+15,2,91.98279,-39.42991,7.56859
1.59982E+15,1,0.11914,0.10547,-0.95853
1.59982E+15,2,88.56471,-36.62221,7.56859
1.59982E+15,1,0.10157,0.09717,-0.98294
1.59982E+15,2,87.46605,-34.11969,6.34785
1.59982E+15,1,0.11328,0.04248,-0.97073
1.59982E+15,2,85.63494,-32.77688,5.98163
1.59982E+15,1,0.09033,-0.01807,-0.97317
1.59982E+15,2,83.68175,-31.55614,6.16474
1.59982E+15,1,0.06983,-0.0669,-1.02835
1.59982E+15,2,80.69094,-30.3354,6.65304
1.59982E+15,1,0.06201,-0.07715,-1.09867
1.59982E+15,2,79.40916,-30.09125,5.24918
1.59982E+15,1,0.09131,-0.0669,-1.10941
1.59982E+15,2,81.30131,-30.94577,4.27259
1.59982E+15,1,0.11084,-0.04883,-1.03421
1.59982E+15,2,82.15583,-33.26518,4.33363
1.59982E+15,1,0.08301,-0.07373,-0.97903
1.59982E+15,2,83.49864,-35.21836,4.63881
1.59982E+15,1,0.06738,-0.09278,-0.94241
1.59982E+15,2,80.38575,-34.11969,4.82192
1.59982E+15,1,0.06446,-0.0752,-0.93802
1.59982E+15,2,77.76116,-31.86132,5.24918
1.59982E+15,1,0.06641,-0.03613,-0.94241
1.59982E+15,2,79.4702,-32.77688,4.944
1.59982E+15,1,0.06592,-0.05567,-0.94778
1.59982E+15,2,78.92087,-31.43406,5.85955
1.59982E+15,1,0.04053,-0.06983,-0.95022
1.59982E+15,2,82.82723,-32.34962,6.592
1.59982E+15,1,0.04102,-0.10987,-0.95364
1.59982E+15,2,84.47523,-33.75347,6.04266
1.59982E+15,1,0.01856,-0.15528,-1.0098
1.59982E+15,2,84.53627,-32.71584,5.98163
1.59982E+15,1,0.01123,-0.13965,-1.00443
1.59982E+15,2,85.63494,-32.34962,5.37126
1.59982E+15,1,0.02051,-0.17823,-1.01712
1.59982E+15,2,84.71938,-31.4951,5.18815
1.59982E+15,1,0.03223,-0.19434,-0.99319
1.59982E+15,2,85.69597,-32.04443,5.73748
1.59982E+15,1,0.01856,-0.20508,-0.94876
1.59982E+15,2,82.39998,-32.83792,5.06607
1.59982E+15,1,-0.00488,-0.26075,-1.00931
1.59982E+15,2,80.44679,-30.39644,5.61541
1.59982E+15,1,0.01514,-0.24708,-0.9971
1.59982E+15,2,78.43257,-31.4951,5.12711
1.59982E+15,1,0.00293,-0.26661,-0.99026
1.59982E+15,2,76.72353,-31.00681,5.49333
1.59982E+15,1,0.00049,-0.27345,-0.94583
1.59982E+15,2,78.3105,-32.95999,4.63881
1.59982E+15,1,-0.01465,-0.26759,-0.90725
